syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,pos,comp_struct,nomen,comp_len,Word,stress_class
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CL,CLC,CLCL,CLCLL,ø,7,11,10,12,8,3,5,10,6,2,0,light,light,light,light,light,o,o,o,o,c,CL,CL,L,CL,CLC,C,C,,C,C,,,,,C,L,L,L,L,L,2,2,1,2,3,0,0,0,0,1,1,1,0,1,1,2,2,2,2,2,CVV,CVV,VV,CVV,CVVC,0,0,0,0,1,N,A,T,1,Genialitaet,sekunda
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,G,Ge,ø,ø,ø,C,CL,CLC,CLCC,CLCCL,ø,10,11,7,9,9,3,5,3,4,4,-1,light,light,light,light,light,c,o,c,o,c,CLC,CL,CK,AL,LC,C,C,C,A,,C,,,,C,L,L,K,L,L,3,2,2,2,2,1,0,1,0,1,1,1,1,1,0,2,2,1,2,2,CVVC,CVV,CVC,CVV,VVC,1,0,2,0,0,N,NN,T,2,Genmutation,prima
ø,ler,r,er,ø,ø,ø,C,KC,CKC,CCKC,CCCKC,noacc,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,9,10,9,14,3,4,3,2,4,1,schwa,light,schwa,heavy,schwa,o,c,c,c,c,CK,CK,CKC,CKCC,CKC,C,C,C,C,C,,,C,CC,C,K,K,K,K,K,2,3,3,6,3,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,CV,CVC,CVC,CVCC,CVC,1,2,2,3,2,N,N,T,1,Genossenschaftler,sekunda
lich,ø,h,ch,ich,lich,tlich,C,KC,CKC,CCKC,CCCKC,noacc,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,9,10,9,13,3,4,3,2,4,1,schwa,light,schwa,heavy,light,o,c,c,c,c,CK,CK,CKC,CKCC,CKC,C,C,C,C,C,,,C,CC,C,K,K,K,K,K,2,3,3,6,4,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,CV,CVC,CVC,CVCC,CVC,1,2,2,3,2,A,N,F,1,genossenschaftlich,sekunda
gen,ø,n,en,gen,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,7,14,7,9,10,3,7,3,4,3,0,schwa,light,schwa,light,schwa,o,o,o,o,c,CK,CL,CK,CL,CKC,C,C,C,C,C,,,,,C,K,L,K,L,K,2,2,2,3,3,0,0,0,0,1,1,1,1,1,1,1,2,1,2,1,CV,CVV,CV,CVV,CVC,1,0,1,0,2,V,ø,F,2,geradebiegen,sekunda
ø,ø,s,us,ø,ø,ø,C,DC,CDC,ø,ø,ø,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,7,14,7,7,15,3,7,3,3,5,0,schwa,light,schwa,light,light,o,o,o,c,c,CK,CL,CK,CK,CDC,C,C,C,C,C,,,,,C,K,L,K,K,D,2,2,2,3,3,0,0,0,1,1,1,1,1,1,1,1,2,1,1,2,CV,CVV,CV,CVC,CVVC,1,0,1,2,1,ADV,ø,F,2,geradeheraus,sekunda
gen,ø,n,en,gen,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,7,14,7,10,10,3,7,3,5,3,0,schwa,light,schwa,light,schwa,o,o,o,o,c,CK,CL,CK,CL,CKC,C,C,C,C,C,,,,,C,K,L,K,L,K,2,2,2,2,3,0,0,0,0,1,1,1,1,1,1,1,2,1,2,1,CV,CVV,CV,CVV,CVC,1,0,1,0,2,V,ø,F,2,geradelegen,sekunda
ten,ø,n,en,ten,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,7,14,7,13,10,3,7,3,4,3,0,schwa,light,schwa,light,schwa,o,o,o,c,c,CK,CL,CK,CKC,CKC,C,C,C,C,C,,,,C,C,K,L,K,K,K,2,2,2,4,3,0,0,0,1,1,1,1,1,1,1,1,2,1,1,1,CV,CVV,CV,CVC,CVC,1,0,1,2,2,V,ø,F,2,geraderichten,sekunda
ø,ø,n,en,hen,ø,ø,C,KC,LKC,CLKC,ø,ø,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,7,14,7,8,9,3,7,3,2,4,-1,schwa,light,schwa,light,schwa,o,o,o,o,c,CK,CL,CK,CCL,KC,C,C,C,CC,,,,,,C,K,L,K,L,K,2,2,2,3,3,0,0,0,0,1,1,1,1,2,0,1,2,1,2,1,CV,CVV,CV,CCVV,VC,1,0,1,1,1,V,ø,F,2,geradestehen,sekunda
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,15,9,10,12,3,5,4,3,4,0,schwa,light,light,light,light,o,c,o,c,c,CK,CKC,CL,CKC,CDC,C,C,C,C,C,,C,,C,C,K,K,L,K,D,2,4,2,3,4,0,1,0,1,1,1,1,1,1,1,1,1,2,1,2,CV,CVC,CVV,CVC,CVVC,1,2,0,2,1,N,A,T,1,Geringfuegigkeit,sekunda
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCK,ø,11,9,11,9,13,3,4,5,4,4,0,light,light,light,light,schwa,c,c,o,o,c,CKC,CK,CL,CL,CKC,C,C,C,C,C,C,,,,C,K,K,L,L,K,3,2,2,3,3,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,CVC,CVC,CVV,CVV,CVC,2,2,0,0,2,V,ø,F,0,germanisieren,paenultima
ø,ø,e,ie,gie,ogie,logie,L,CL,LCL,CLCL,ø,ø,Ge,ø,G,Ge,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,13,7,10,9,3,4,3,5,4,0,light,light,light,light,light,o,c,o,o,o,CL,CKC,CL,CL,CL,C,C,C,C,C,,C,,,,L,K,L,L,L,2,3,2,2,3,0,1,0,0,0,1,1,1,1,1,2,1,2,2,2,CVV,CVC,CVV,CVV,CVV,0,2,0,0,0,N,N,T,1,Gerontologie,ultima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,7,13,10,10,12,3,4,5,3,4,0,schwa,light,light,light,light,o,c,o,c,c,CK,CLC,CL,CKC,CDC,C,C,C,C,C,,C,,C,C,K,L,L,K,D,2,4,2,3,4,0,1,0,1,1,1,1,1,1,1,1,2,2,1,2,CV,CVVC,CVV,CVC,CVVC,1,1,0,2,1,N,A,T,1,Geruchlosigkeit,sekunda
ø,nis,s,ø,ø,ø,ø,C,KC,CKC,CCKC,LCCKC,noacc,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,11,10,8,12,3,2,5,2,4,0,schwa,heavy,light,light,light,o,c,c,c,c,CK,CKCC,KC,CLC,CKC,C,C,,C,C,,CC,C,C,C,K,K,K,L,K,2,4,2,3,3,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,CV,CVCC,VC,CVVC,CVC,1,3,1,1,2,N,AN,T,2,Gesamtergebnis,sekunda
ø,ø,g,ig,ø,ø,ø,C,KC,LKC,CLKC,ø,ø,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,11,9,7,9,3,3,2,3,4,0,schwa,light,heavy,light,light,o,c,c,o,c,CK,CKC,CKCA,CL,KC,C,C,C,C,,,C,CA,,C,K,K,K,L,K,2,4,7,2,3,0,1,2,0,1,1,1,1,1,0,1,1,1,2,1,CV,CVC,CVCC,CVV,VC,1,2,3,0,1,A,NA,F,2,gesellschaftsfaehig,sekunda
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,CLCKC,ø,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,11,9,13,10,3,3,2,4,3,0,schwa,light,heavy,light,light,o,c,c,o,c,CK,CKC,CKCA,CCL,CKC,C,C,C,CC,C,,C,CA,,C,K,K,K,L,K,2,4,7,3,5,0,1,2,0,1,1,1,1,2,1,1,1,1,2,1,CV,CVC,CVCC,CCVV,CVC,1,2,3,1,2,A,NA,F,2,gesellschaftskritisch,sekunda
risch,ø,h,ch,sch,isch,risch,C,KC,CKC,KCKC,CKCKC,ø,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCK,ø,ø,7,8,7,7,13,3,2,3,3,4,1,schwa,light,light,schwa,light,o,c,o,o,c,CK,ø,CL,CK,CKC,C,C,C,C,C,,A,,,C,K,K,L,K,K,2,4,2,2,5,0,1,0,0,1,1,1,1,1,1,1,1,2,1,1,CV,CVC,CVV,CV,CVC,1,2,0,1,2,A,NV,F,2,gesetzgeberisch,sekunda
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCK,ø,ø,7,8,10,10,12,3,2,5,3,4,1,schwa,light,light,light,light,o,c,o,c,c,CK,ø,CL,CKC,CDC,C,C,C,C,C,,A,,C,C,K,K,L,K,D,2,4,2,3,4,0,1,0,1,1,1,1,1,1,1,1,1,2,1,2,CV,CVC,CVV,CVC,CVVC,1,2,0,2,1,N,A,T,1,Gesetzlosigkeit,sekunda
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCK,ø,ø,7,8,9,10,12,3,2,4,3,4,1,schwa,light,light,light,light,o,c,o,c,c,CK,ø,CL,CKC,CDC,C,C,C,C,C,,A,,C,C,K,K,L,K,D,2,4,2,3,4,0,1,0,1,1,1,1,1,1,1,1,1,2,1,2,CV,CVC,CVV,CVC,CVVC,1,2,0,2,1,N,N,T,1,Gesetzmaessigkeit,sekunda
ø,ø,l,el,ø,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,9,15,10,11,3,4,3,3,3,0,schwa,light,heavy,light,schwa,o,c,c,c,c,CK,CK,CKCC,CKC,CKC,C,C,C,C,C,,,CC,C,C,K,K,K,K,K,2,3,5,3,3,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,CV,CVC,CVCC,CVC,CVC,1,2,3,2,2,N,NN,T,2,Gesinnungswandel,sekunda
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,8,9,9,12,13,2,4,4,6,4,1,light,light,light,light,schwa,c,o,o,o,c,CKC,CL,CL,CL,CKC,C,C,C,C,C,C,,,,C,K,L,L,L,K,2,3,2,3,3,1,0,0,0,1,1,1,1,1,1,1,2,2,2,1,CVC,CVV,CVV,CVV,CVC,2,0,0,0,2,V,R,F,1,gestikulieren,paenultima
ø,ø,r,er,ø,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,13,12,11,11,3,3,4,3,3,0,schwa,heavy,light,light,schwa,o,c,c,c,c,CK,CKCC,ø,CKC,CKC,C,C,C,C,C,,CC,A,C,C,K,K,D,K,K,2,4,5,3,3,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,CV,CVCC,CVVC,CVC,CVC,1,3,1,2,2,ADV,N,F,1,gesundheitshalber,sekunda
lich,ø,h,ch,ich,lich,ø,C,KC,CKC,CCKC,LCCKC,noacc,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,13,12,8,13,3,3,4,2,4,0,schwa,heavy,light,light,light,o,c,c,c,c,CK,CKCC,ø,CLC,CKC,C,C,C,C,C,,CC,A,C,C,K,K,D,L,K,2,4,5,5,4,0,2,1,1,1,1,1,1,1,1,1,1,2,2,1,CV,CVCC,CVVC,CVVC,CVC,1,3,1,1,2,A,NA,F,2,gesundheitsschaedlich,sekunda
ø,ø,n,en,ø,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,13,12,7,10,3,3,4,3,3,0,schwa,heavy,light,light,schwa,o,c,c,o,c,CK,CKCC,ø,CL,CKC,C,C,C,C,C,,CC,A,,C,K,K,D,L,K,2,4,5,2,3,0,2,1,0,1,1,1,1,1,1,1,1,2,2,1,CV,CVCC,CVVC,CVV,CVC,1,3,1,0,2,N,NN,T,2,Gesundheitswesen,sekunda
ø,ø,g,ng,ung,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCL,ø,ø,7,7,9,10,12,3,3,4,3,4,1,schwa,heavy,light,light,light,o,c,c,c,c,CK,CL,KC,CKC,CKC,C,C,,C,C,,,C,C,C,K,L,K,K,K,2,4,2,3,4,0,2,1,1,1,1,1,0,1,1,1,1,1,1,1,CV,CVCC,VC,CVC,CVC,1,3,1,2,2,N,NV,T,2,Gewaltanwendung,sekunda
ø,ø,g,ng,ung,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCL,ø,ø,7,7,13,13,12,3,3,6,4,4,1,schwa,heavy,light,light,light,o,c,c,c,c,CK,CL,DC,CKC,CKC,C,C,,C,C,,,C,C,C,K,L,D,K,K,2,4,3,3,4,0,2,1,1,1,1,1,0,1,1,1,1,2,1,1,CV,CVCC,VVC,CVC,CVC,1,3,0,2,2,N,NN,T,2,Gewalteinwirkung,sekunda
ø,ø,e,ø,ø,ø,nahme,K,CK,LCK,CLCK,CCLCK,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,7,7,14,13,9,3,3,4,6,4,1,schwa,heavy,light,light,schwa,o,c,c,o,o,CK,CL,CLC,CL,CK,C,C,C,C,C,,,C,,,K,L,L,L,K,2,4,3,3,2,0,2,1,0,0,1,1,1,1,1,1,1,2,2,1,CV,CVCC,CVVC,CVV,CV,1,3,1,0,1,N,NN,T,2,Gewaltmassnahme,sekunda
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,7,7,7,10,12,3,3,3,3,4,1,schwa,heavy,light,light,light,o,c,o,c,c,CK,CL,CL,CKC,CDC,C,C,C,C,C,,,,C,C,K,L,L,K,D,2,4,2,3,4,0,2,0,1,1,1,1,1,1,1,1,1,2,1,2,CV,CVCC,CVV,CVC,CVVC,1,3,0,2,1,N,A,T,1,Gewalttaetigkeit,sekunda
ø,ø,t,ø,ø,ø,ø,C,CC,KCC,CKCC,CCKCC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,11,7,11,11,3,3,3,5,2,0,schwa,light,schwa,light,heavy,o,c,o,c,c,CK,CKC,CK,ø,CKCC,C,C,C,,C,,C,,C,CC,K,K,K,D,K,2,3,2,3,5,0,1,0,1,2,1,1,1,0,1,1,1,1,2,1,CV,CVC,CV,ø,CVCC,1,2,1,0,3,N,NN,T,2,Gewerbeaufsicht,sekunda
ø,ø,b,ø,ø,ø,ø,C,LC,CLC,CCLC,KCCLC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,11,7,7,14,3,3,3,3,3,1,schwa,light,schwa,schwa,light,o,c,o,o,c,CK,CKC,CK,CK,CCLC,C,C,C,C,CC,,C,,,C,K,K,K,K,L,2,3,2,2,5,0,1,0,0,1,1,1,1,1,2,1,1,1,1,2,CV,CVC,CV,CV,CCVVC,1,2,1,1,1,N,NN,T,2,Gewerbebetrieb,sekunda
ge,ø,e,ge,age,ø,ø,K,CK,LCK,CLCK,CCLCK,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,9,11,15,7,3,4,2,5,3,0,schwa,light,schwa,light,schwa,o,c,c,o,o,CK,CK,CKCC,CCL,CK,C,C,C,CC,C,,,CC,,,K,K,K,L,K,2,3,4,3,2,0,1,2,0,0,1,1,1,2,1,1,1,1,2,1,CV,CVC,CVCC,CCVV,CV,1,2,3,1,1,N,NN,T,2,Gewissensfrage,sekunda
ø,ø,t,ø,ø,ø,ø,C,CC,KCC,CKCC,CCKCC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,9,11,10,15,3,4,2,3,3,1,schwa,light,schwa,light,heavy,o,c,c,c,c,CK,CK,CKCC,CKC,ø,C,C,C,C,CC,,,CC,C,CC,K,K,K,K,K,2,3,4,3,5,0,1,2,1,2,1,1,1,1,2,1,1,1,1,1,CV,CVC,CVCC,CVC,ø,1,2,3,2,4,N,NN,T,2,Gewissenskonflikt,sekunda
ø,ø,n,en,ø,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ge,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,9,11,13,10,3,4,3,6,3,1,schwa,light,schwa,light,schwa,o,c,c,o,c,CK,CK,CKC,CL,CKC,C,C,C,C,C,,,C,,C,K,K,K,L,K,2,3,3,2,3,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,CV,CVC,CVC,CVV,CVC,1,2,2,0,2,ADV,A,F,1,gewissermassen,sekunda
ø,ø,e,ø,ø,ø,ø,K,CK,CCK,KCCK,CKCCK,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,9,11,11,7,3,4,3,3,3,0,schwa,light,schwa,light,schwa,o,c,c,c,o,CK,CK,CKC,CKC,CK,C,C,C,C,C,,,C,C,,K,K,K,K,K,2,3,3,3,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,CV,CVC,CVC,CVC,CV,1,2,2,2,1,N,NN,T,2,Gewitterwolke,sekunda
ø,ø,r,er,ø,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,Ge,ø,G,Ge,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,7,10,12,16,11,3,3,4,4,3,1,schwa,light,light,light,schwa,o,c,c,c,c,CK,CLC,ø,CCKC,CKC,C,C,C,CC,C,,C,A,C,C,K,L,D,K,K,2,4,5,4,3,0,1,1,1,1,1,1,1,2,1,1,2,2,1,1,CV,CVVC,CVVC,CCVC,CVC,1,1,1,3,2,N,NN,T,2,Gewohnheitstrinker,sekunda
ø,ø,z,ø,ø,ø,ø,A,ø,ø,ø,ø,ø,ø,ø,G,ø,ø,ø,ø,C,CK,ø,ø,ø,ø,9,11,10,7,14,4,3,3,3,3,0,light,schwa,light,light,heavy,c,c,c,o,c,CK,AKC,CKC,CL,ø,C,A,C,C,C,,C,C,,CA,K,K,K,L,K,3,3,3,2,4,1,1,1,0,2,1,1,1,1,1,1,1,1,2,1,CVC,CVC,CVC,CVV,CVCC,2,2,2,0,3,N,NN,T,2,Gipfelkonferenz,prima
ø,ler,r,er,ø,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,G,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,9,7,13,10,14,4,3,4,3,4,1,light,light,schwa,light,schwa,o,c,c,o,c,CL,CK,CKC,CCL,CKC,C,C,C,CC,C,,,C,,C,L,K,K,L,K,2,3,3,4,3,0,1,1,0,1,1,1,1,2,1,2,1,1,2,1,CVV,CVC,CVC,CCVV,CVC,0,2,2,1,2,N,NV,T,2,Gitarrenspieler,sekunda
ø,nis,s,ø,ø,ø,ø,C,KC,CKC,CCKC,CCCKC,ø,ø,ø,G,ø,ø,ø,ø,C,CC,CCD,ø,ø,ø,15,11,7,11,12,5,2,3,2,4,-1,light,schwa,schwa,heavy,light,o,c,o,c,c,ø,CKCC,CK,CKCC,CKC,CC,C,C,C,C,,CC,,CC,C,D,K,K,K,K,4,4,2,5,3,0,2,0,2,1,2,1,1,1,1,2,1,1,1,1,CCVV,CVCC,CV,CVCC,CVC,1,3,1,3,2,N,NN,T,2,Glaubensbekenntnis,prima
ø,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,ø,ø,ø,G,ø,ø,ø,ø,C,CC,CCD,ø,ø,ø,15,11,7,16,9,5,2,3,5,2,-1,light,schwa,schwa,light,heavy,o,c,o,c,c,ø,CKCC,CK,ø,CKCC,CC,C,C,C,C,,CC,,C,CC,D,K,K,D,K,4,4,2,4,6,0,2,0,1,2,2,1,1,1,1,2,1,1,2,1,CCVV,CVCC,CV,CVVC,CVCC,1,3,1,1,3,N,NN,T,2,Glaubensgemeinschaft,prima
gung,ø,g,ng,ung,gung,igung,C,KC,CKC,KCKC,CKCKC,ø,ø,ø,G,ø,ø,ø,ø,C,CC,CCD,ø,ø,ø,16,7,11,9,12,4,3,3,4,4,-1,light,schwa,light,light,light,c,o,c,c,c,ø,CK,CKC,CK,CKC,CC,C,C,C,C,C,,C,,C,D,K,K,K,K,6,2,4,2,4,1,0,1,1,1,2,1,1,1,1,2,1,1,1,1,ø,CV,CVC,CVC,CVC,1,1,2,2,2,N,AN,T,2,Gleichberechtigung,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,G,ø,ø,ø,ø,C,CC,CCD,ø,ø,ø,16,7,11,8,15,4,3,2,2,5,-1,light,schwa,heavy,light,light,c,o,c,o,c,ø,CK,CKCA,CCL,CKC,CC,C,C,CC,C,C,,CA,,C,D,K,K,L,K,6,2,6,3,4,1,0,2,0,1,2,1,1,2,1,2,1,1,2,1,ø,CV,CVCC,CCVV,CVC,1,1,3,1,2,N,NV,T,2,Gleichgewichtsstoerung,prima
ø,ø,i,ø,ø,ø,ø,D,ø,ø,ø,ø,ø,ø,ø,G,ø,ø,ø,ø,C,CC,CCK,CCKC,CCKCK,ø,11,10,9,7,14,3,3,4,3,7,0,light,schwa,light,schwa,light,c,c,o,o,o,CCK,CKC,CL,CK,CD,CC,C,C,C,C,,C,,,,K,K,L,K,D,3,4,3,2,3,1,1,0,0,0,2,1,1,1,1,1,1,2,1,2,CCVC,CVC,CVV,CV,CVV,3,2,0,1,0,N,NN,T,2,Glockengiesserei,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ALCKC,ø,ø,ø,g,ø,ø,ø,ø,C,CC,CCL,CCLC,CCLCL,ø,11,12,9,9,13,3,6,4,4,4,0,light,light,light,light,schwa,o,o,o,o,c,CCL,CL,CL,AL,CKC,CC,C,C,A,C,,,,,C,L,L,L,L,K,3,2,2,3,3,0,0,0,0,1,2,1,1,1,1,2,2,2,2,1,CCVV,CVV,CVV,CVV,CVC,1,0,0,0,2,V,R,F,1,glorifizieren,paenultima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,ø,ø,ø,ø,g,ø,ø,ø,ø,C,CC,CCK,CCKC,CCKCC,ø,14,12,11,11,7,3,6,3,5,3,-2,light,light,schwa,light,schwa,c,c,c,o,o,CCKC,CK,CKC,CD,CK,CC,C,C,C,C,C,,C,,,K,K,K,D,K,5,2,4,3,2,1,1,1,0,0,2,1,1,1,1,1,1,1,2,1,CCVC,CVC,CVC,CVV,CV,3,2,2,0,1,ADV,A,F,1,gluecklicherweise,prima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,ø,ø,G,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,13,8,10,12,3,4,2,3,4,0,light,schwa,light,light,light,c,c,c,c,c,CK,CKC,CKC,CKC,CDC,C,C,C,C,C,,C,C,C,C,K,K,K,K,D,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,CVC,CVC,CVC,CVC,CVVC,2,2,2,2,1,N,A,T,1,Goennerhaftigkeit,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,ø,ø,ø,G,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,11,7,9,15,3,3,3,4,5,1,light,schwa,light,schwa,light,c,c,c,o,c,CK,CKC,CK,CK,CKC,C,C,C,C,C,,C,,,C,K,K,K,K,K,3,3,3,2,4,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,CV,CVC,2,2,2,1,2,N,NV,T,2,Goetterdaemmerung,prima
ø,ø,l,al,ø,ø,ø,C,LC,CLC,ø,ø,ø,ø,ø,g,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,9,11,9,11,15,4,3,4,5,5,1,light,light,schwa,light,light,o,c,o,o,c,CL,CKC,CK,ø,CLC,C,C,C,C,C,,C,,,C,L,K,K,N,L,3,3,2,3,3,0,1,0,0,1,1,1,1,1,1,2,1,1,2,2,CVV,CVC,CV,CVV,CVVC,0,2,1,0,1,A,N,F,1,gouvernemental,ultima
ø,ø,h,ch,sch,isch,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,g,ø,ø,ø,ø,C,CC,CCK,CCKC,CCKCK,ø,11,9,9,11,13,3,4,4,5,4,0,light,light,light,light,light,c,c,o,o,c,CCK,CK,CL,CL,CKC,CC,C,C,C,C,,,,,C,K,K,L,L,K,4,2,2,2,5,1,1,0,0,1,2,1,1,1,1,1,1,2,2,1,CCVC,CVC,CVV,CVV,CVC,3,2,0,0,2,A,N,F,1,grammatikalisch,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ALCKC,ø,ø,ø,g,ø,ø,ø,ø,C,CC,CCK,CCKC,ø,ø,11,9,9,9,13,3,4,4,4,4,0,light,light,light,light,schwa,c,o,o,o,c,CCK,CL,CL,AL,CKC,CC,C,C,A,C,,,,,C,K,L,L,L,K,3,2,2,3,3,1,0,0,0,1,2,1,1,1,1,1,2,2,2,1,CCVC,CVV,CVV,CVV,CVC,3,0,0,0,2,V,R,F,1,gratifizieren,paenultima
