syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,pos,comp_struct,nomen,comp_len,Word,stress_class
se,ø,e,se,use,nuse,enuse,K,CK,LCK,CLCK,LCLCK,ø,Hy,ø,H,Hy,Hyp,Hypo,Hypot,C,CL,CLC,CLCL,CLCLC,ø,9,7,7,11,7,4,3,3,5,3,0,light,light,light,light,schwa,o,o,o,o,o,CL,CL,CL,CL,CK,C,C,C,C,C,,,,,,L,L,L,L,K,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,2,2,2,2,1,CVV,CVV,CVV,CVV,CV,0,0,0,0,1,N,ø,T,0,Hypotenuse,paenultima
risch,ø,h,ch,sch,isch,risch,C,KC,CKC,LCKC,CLCKC,ø,hy,ø,h,hy,hyp,hypo,hypot,C,CL,CLC,CLCL,CLCLC,ø,9,7,7,11,13,4,3,3,5,4,1,light,light,light,light,light,o,o,o,o,c,CL,CL,CL,CL,CKC,C,C,C,C,C,,,,,C,L,L,L,L,K,2,2,3,2,5,0,0,0,0,1,1,1,1,1,1,2,2,2,2,1,CVV,CVV,CVV,CVV,CVC,0,0,0,0,2,A,N,F,1,hypothekarisch,paenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,I,ø,I,Id,Ide,Idea,Ideal,L,LC,LCL,LCLL,LCLLC,ø,8,7,10,13,12,8,3,10,4,4,1,light,light,light,light,light,o,o,o,c,c,L,CL,L,CKC,CKC,,C,,C,C,,,,C,C,L,L,L,K,K,1,2,1,3,3,0,0,0,1,1,0,1,0,1,1,2,2,2,1,1,VV,CVV,VV,CVC,CVC,0,0,0,2,2,N,A,T,1,Idealismus,paenultima
stisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,i,ø,i,id,ide,idea,ideal,L,LC,LCL,LCLK,LCLKC,ø,8,7,6,13,10,8,3,6,4,3,1,light,light,light,light,light,o,o,c,c,c,L,CL,K,CKC,CKC,,C,,C,C,,,,C,C,L,L,K,K,K,1,2,1,2,6,0,0,1,1,1,0,1,0,1,1,2,2,1,1,1,VV,CVV,VC,CVC,CVC,0,0,1,2,2,A,N,F,1,idealistisch,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,I,ø,I,Id,Ide,Idea,Ideal,L,LC,LCL,LCLL,LCLLC,ø,8,7,10,12,8,8,3,10,6,2,0,light,light,light,light,light,o,o,o,o,c,L,CL,L,CL,CLC,,C,,C,C,,,,,C,L,L,L,L,L,1,2,1,2,3,0,0,0,0,1,0,1,0,1,1,2,2,2,2,2,VV,CVV,VV,CVV,CVVC,0,0,0,0,1,N,A,T,1,Idealitaet,ultima
ge,ø,e,ge,oge,loge,ologe,K,CK,LCK,CLCK,LCLCK,ø,I,ø,I,Id,Ide,Ideo,Ideol,L,LC,LCL,LCLL,LCLLC,ø,8,7,6,10,7,8,3,6,5,3,0,light,light,light,light,schwa,o,o,o,o,o,L,CL,L,CL,CK,,C,,C,C,,,,,,L,L,L,L,K,1,2,1,2,2,0,0,0,0,0,0,1,0,1,1,2,2,2,2,1,VV,CVV,VV,CVV,CV,0,0,0,0,1,N,N,T,1,Ideologe,paenultima
gie,ø,e,ie,gie,ogie,logie,L,CL,LCL,CLCL,LCLCL,ø,I,ø,I,Id,Ide,Ideo,Ideol,L,LC,LCL,LCLL,LCLLC,ø,8,7,6,10,9,8,3,6,5,4,0,light,light,light,light,light,o,o,o,o,o,L,CL,L,CL,CL,,C,,C,C,,,,,,L,L,L,L,L,1,2,1,2,3,0,0,0,0,0,0,1,0,1,1,2,2,2,2,2,VV,CVV,VV,CVV,CVV,0,0,0,0,0,N,R,T,1,Ideologie,ultima
gisch,ø,h,ch,sch,isch,gisch,C,KC,CKC,LCKC,CLCKC,ø,i,ø,i,id,ide,ideo,ideol,L,LC,LCL,LCLL,LCLLC,ø,8,7,6,10,10,8,3,6,5,3,0,light,light,light,light,light,o,o,o,o,c,L,CL,L,CL,CKC,,C,,C,C,,,,,C,L,L,L,L,K,1,2,1,2,5,0,0,0,0,1,0,1,0,1,1,2,2,2,2,1,VV,CVV,VV,CVV,CVC,0,0,0,0,2,A,N,F,1,ideologisch,paenultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,CLCKC,ø,i,ø,i,id,idi,idio,idiom,L,LC,LCL,LCLL,LCLLC,ø,8,9,6,13,10,8,4,6,6,3,0,light,light,light,light,light,o,o,o,o,c,L,CL,L,CL,CKC,,C,,C,C,,,,,C,L,L,L,L,K,1,2,1,2,5,0,0,0,0,1,0,1,0,1,1,2,2,2,2,1,VV,CVV,VV,CVV,CVC,0,0,0,0,2,A,N,F,1,idiomatisch,paenultima
haft,ø,t,ft,aft,haft,nhaft,C,CC,KCC,CKCC,CCKCC,ø,i,ø,i,id,idi,idio,idiot,L,LC,LCL,LCLL,LCLLC,ø,8,9,6,10,9,8,4,6,3,2,0,light,light,light,schwa,heavy,o,o,o,c,c,L,CL,L,CKC,CKCC,,C,,C,C,,,,C,CC,L,L,L,K,K,1,2,1,3,4,0,0,0,1,2,0,1,0,1,1,2,2,2,1,1,VV,CVV,VV,CVC,CVCC,0,0,0,2,3,A,N,F,1,idiotenhaft,antepaenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,I,ø,I,Id,Idi,Idio,Idiot,L,LC,LCL,LCLL,LCLLC,ø,8,9,6,10,12,8,4,6,3,4,0,light,light,light,light,light,o,o,o,c,c,L,CL,L,CKC,CKC,,C,,C,C,,,,C,C,L,L,L,K,K,1,2,1,3,3,0,0,0,1,1,0,1,0,1,1,2,2,2,1,1,VV,CVV,VV,CVC,CVC,0,0,0,2,2,N,N,T,1,Idiotismus,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,i,ø,i,id,ido,idol,idoli,K,KC,KCL,KCLC,KCLCL,ø,8,7,12,9,13,8,3,6,4,4,1,light,light,light,light,schwa,c,o,o,o,c,K,CL,CL,CL,CKC,,C,C,C,C,,,,,C,K,L,L,L,K,1,2,2,3,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,V,N,F,1,idolisieren,paenultima
tum,tum,m,um,tum,ntum,entum,C,LC,CLC,CCLC,KCCLC,noacc,I,ø,I,Ig,Ign,Igno,Ignor,K,KC,KCC,KCCL,KCCLC,ø,8,10,13,10,12,8,3,4,3,4,0,light,light,light,schwa,light,c,o,c,c,c,K,CCL,CKC,CKC,CLC,,CC,C,C,C,,,C,C,C,K,L,K,K,L,1,3,3,3,3,1,0,1,1,1,0,2,1,1,1,1,2,1,1,2,VC,CCVV,CVC,CVC,CVVC,1,1,2,2,1,N,F,T,1,Ignorantentum,antepaenultima
phie,ø,e,ie,hie,phie,aphie,L,CL,KCL,CKCL,CCKCL,ø,I,ø,I,Ik,Iko,Ikon,Ikono,L,LC,LCL,LCLC,LCLCL,ø,8,7,9,11,9,8,3,4,3,4,0,light,light,light,light,light,o,o,o,c,o,L,CL,CL,CCK,CL,,C,C,CC,C,,,,,,L,L,L,K,L,1,2,2,3,4,0,0,0,1,0,0,1,1,2,1,2,2,2,1,2,VV,CVV,CVV,CCVC,CVV,0,0,0,3,0,N,N,T,1,Ikonographie,ultima
mus,ø,s,us,mus,smus,asmus,C,KC,CKC,CCKC,KCCKC,ø,I,ø,I,Ik,Iko,Ikon,Ikono,L,LC,LCL,LCLC,LCLCL,ø,8,7,9,12,12,8,3,4,3,4,1,light,light,light,light,light,o,o,o,c,c,L,CL,CL,CCKC,CKC,,C,C,CC,C,,,,C,C,L,L,L,K,K,1,2,2,4,3,0,0,0,1,1,0,1,1,2,1,2,2,2,1,1,VV,CVV,CVV,CCVC,CVC,0,0,0,3,2,N,R,T,1,Ikonoklasmus,paenultima
se,ø,e,se,ase,tase,stase,K,CK,LCK,CLCK,CCLCK,ø,I,ø,I,Ik,Iko,Ikon,Ikono,L,LC,LCL,LCLC,LCLCL,ø,8,7,10,11,7,8,3,3,5,3,0,light,light,light,light,schwa,o,o,c,o,o,L,CL,CLC,CL,CK,,C,C,C,C,,,C,,,L,L,L,L,K,1,2,2,3,2,0,0,1,0,0,0,1,1,1,1,2,2,2,2,1,VV,CVV,CVVC,CVV,CV,0,0,1,0,1,N,ø,T,0,Ikonostase,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Il,ø,I,Il,Ill,Ille,Illeg,K,KC,KCL,KCLC,KCLCL,ø,8,10,11,12,8,8,5,5,6,2,0,light,light,light,light,light,c,o,o,o,c,K,CL,CL,CL,CLC,,C,C,C,C,,,,,C,K,L,L,L,L,2,2,2,2,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,2,VC,CVV,CVV,CVV,CVVC,1,0,0,0,1,N,A,T,1,Illegalitaet,ultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Il,ø,I,Il,Ill,Illi,Illiq,K,KC,KCL,KCLC,KCLCC,ø,8,12,10,9,8,8,6,3,4,2,-1,light,light,light,light,light,c,o,o,o,c,K,CL,CCL,CL,CLC,,C,CC,C,C,,,,,C,K,L,L,L,L,2,2,3,2,3,1,0,0,0,1,0,1,2,1,1,1,2,2,2,2,VC,CVV,CCVV,CVV,CVVC,1,0,1,0,1,N,A,T,1,Illiquiditaet,ultima
tor,ø,r,or,tor,ator,nator,C,KC,CKC,LCKC,CLCKC,ø,Il,ø,I,Il,Ill,Illu,Illum,K,KC,KCL,KCLC,KCLCL,ø,8,12,11,13,11,8,6,5,6,3,0,light,light,light,light,light,c,o,o,o,c,K,CL,CL,CL,CKC,,C,C,C,C,,,,,C,K,L,L,L,K,2,2,2,2,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,N,R,T,1,Illuminator,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,il,ø,i,il,ill,illu,illum,K,KC,KCL,KCLC,KCLCL,ø,8,12,11,11,13,8,6,5,5,4,0,light,light,light,light,schwa,c,o,o,o,c,K,CL,CL,CL,CKC,,C,C,C,C,,,,,C,K,L,L,L,K,2,2,2,3,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,V,R,F,1,illuminieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Il,ø,I,Il,Ill,Illu,Illum,K,KC,KCL,KCLC,KCLCL,ø,8,12,11,11,15,8,6,5,5,5,1,light,light,light,light,light,c,o,o,o,c,K,CL,CL,CL,CKC,,C,C,C,C,,,,,C,K,L,L,L,K,2,2,2,3,4,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,N,V,T,1,Illuminierung,paenultima
n1r,ø,r,er,aer,naer,onaer,C,LC,CLC,LCLC,LLCLC,ø,il,ø,i,il,ill,illu,illus,K,KC,KCL,KCLC,KCLCL,ø,8,12,9,6,13,8,6,4,6,4,0,light,light,light,light,light,c,o,o,o,c,K,CL,CL,L,CLC,,C,C,,C,,,,,C,K,L,L,L,L,2,2,2,1,3,1,0,0,0,1,0,1,1,0,1,1,2,2,2,2,VC,CVV,CVV,VV,CVVC,1,0,0,0,1,A,N,F,1,illusionaer,ultima
los,los,s,os,los,slos,nslos,C,LC,CLC,CCLC,CCCLC,ø,il,ø,i,il,ill,illu,illus,K,KC,KCL,KCLC,KCLCL,ø,8,12,9,10,11,8,6,4,3,3,0,light,light,light,heavy,light,c,o,o,c,c,K,CL,CL,LCC,CLC,,C,C,,C,,,,CC,C,K,L,L,L,L,2,2,2,3,3,1,0,0,2,1,0,1,1,0,1,1,2,2,2,2,VC,CVV,CVV,VVCC,CVVC,1,0,0,1,1,A,N,F,1,illusionslos,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Il,ø,I,Il,Ill,Illu,Illus,K,KC,KCK,KCKC,KCKCC,ø,8,13,11,9,9,8,4,3,4,4,-1,light,light,light,light,light,c,c,c,o,c,K,CKC,CCK,AL,LC,,C,CC,A,,,C,,,C,K,K,K,L,L,2,2,4,2,2,1,1,1,0,1,0,1,2,1,0,1,1,1,2,2,VC,CVC,CCVC,CVV,VVC,1,2,3,0,0,N,R,T,1,Illustration,ultima
bel,ø,l,el,bel,abel,nabel,C,KC,CKC,LCKC,CLCKC,ø,i,ø,i,im,ima,imag,imagi,L,LC,LCK,LCKC,LCKCL,ø,8,9,9,13,11,8,4,4,6,3,1,light,light,light,light,schwa,o,c,o,o,c,L,CK,CL,CL,CKC,,C,C,C,C,,,,,C,L,K,L,L,K,1,2,2,2,3,0,1,0,0,1,0,1,1,1,1,2,1,2,2,1,VV,CVC,CVV,CVV,CVC,0,2,0,0,2,A,R,F,1,imaginabel,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,i,ø,i,im,ima,imag,imagi,L,LC,LCK,LCKC,LCKCL,ø,8,9,9,11,13,8,4,4,5,4,1,light,light,light,light,schwa,o,c,o,o,c,L,CK,CL,CL,CKC,,C,C,C,C,,,,,C,L,K,L,L,K,1,2,2,3,3,0,1,0,0,1,0,1,1,1,1,2,1,2,2,1,VV,CVC,CVV,CVV,CVC,0,2,0,0,2,V,R,F,1,imaginieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,I,ø,I,Im,Imi,Imit,Imita,L,LC,LCL,LCLC,LCLCK,ø,8,11,7,9,9,8,5,3,4,4,0,light,light,light,light,light,o,o,c,o,c,L,CL,CK,AL,LC,,C,C,A,,,,,,C,L,L,K,L,L,1,2,2,2,2,0,0,1,0,1,0,1,1,1,0,2,2,1,2,2,VV,CVV,CVC,CVV,VVC,0,0,2,0,0,N,R,T,1,Imitation,ultima
risch,ø,h,ch,sch,isch,risch,C,KC,CKC,LCKC,CLCKC,ø,i,ø,i,im,imi,imit,imita,L,LC,LCL,LCLC,LCLCK,ø,8,11,7,7,13,8,5,3,3,4,0,light,light,light,light,light,o,o,c,o,c,L,CL,CK,CL,CKC,,C,C,C,C,,,,,C,L,L,K,L,K,1,2,2,2,5,0,0,1,0,1,0,1,1,1,1,2,2,1,2,1,VV,CVV,CVC,CVV,CVC,0,0,2,0,2,A,N,F,1,imitatorisch,paenultima
ell,ø,l,ll,ell,iell,riell,C,KC,LKC,CLKC,LCLKC,ø,im,ø,i,im,imm,imma,immat,K,KC,KCC,KCCK,KCCKC,ø,11,9,7,12,10,5,4,3,6,5,0,light,light,light,light,light,c,c,o,o,c,KC,CK,CL,CL,KC,,C,C,C,,C,,,,C,K,K,L,L,K,2,2,2,2,3,1,1,0,0,1,0,1,1,1,0,1,1,2,2,1,VC,CVC,CVV,CVV,VC,1,2,0,0,1,A,A,F,1,immateriell,ultima
bel,ø,l,el,bel,abel,rabel,C,KC,CKC,LCKC,CLCKC,ø,im,ø,i,im,imm,imme,immen,K,KC,KCC,KCCK,KCCKC,ø,11,12,9,14,11,5,4,4,7,3,0,light,light,light,light,schwa,c,c,o,o,c,KC,CKC,CL,CL,CKC,,C,C,C,C,C,C,,,C,K,K,L,L,K,2,3,2,2,3,1,1,0,0,1,0,1,1,1,1,1,1,2,2,1,VC,CVC,CVV,CVV,CVC,1,2,0,0,2,A,A,F,1,immensurabel,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Im,ø,I,Im,Imm,Immi,Immig,K,KC,KCL,KCLC,KCLCC,ø,8,11,11,9,9,8,5,3,4,4,0,light,light,light,light,light,c,o,c,o,c,K,CL,CCK,AL,LC,,C,CC,A,,,,,,C,K,L,K,L,L,2,2,3,2,2,1,0,1,0,1,0,1,2,1,0,1,2,1,2,2,VC,CVV,CCVC,CVV,VVC,1,0,3,0,0,N,R,T,1,Immigration,ultima
e,ø,e,ie,lie,ilie,bilie,K,LK,CLK,LCLK,CLCLK,ø,Im,ø,I,Im,Imm,Immo,Immob,K,KC,KCL,KCLC,KCLCL,ø,8,9,9,12,6,8,4,4,6,6,-1,light,light,light,light,schwa,c,o,o,o,o,K,CL,CL,CL,K,,C,C,C,,,,,,,K,L,L,L,K,2,2,2,2,1,1,0,0,0,0,0,1,1,1,0,1,2,2,2,1,VC,CVV,CVV,CVV,V,1,0,0,0,0,N,N,T,1,Immobilie,antepaenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Im,ø,I,Im,Imm,Immo,Immob,K,KC,KCC,KCCL,KCCLC,ø,11,9,9,12,8,5,4,4,6,2,-1,light,light,light,light,light,c,o,o,o,c,KC,CL,CL,CL,CLC,,C,C,C,C,C,,,,C,K,L,L,L,L,2,2,2,2,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,2,VC,CVV,CVV,CVV,CVVC,1,0,0,0,1,N,N,T,1,Immobilitaet,ultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Im,ø,I,Im,Imm,Immo,Immor,K,KC,KCL,KCLC,KCLCK,ø,8,9,10,13,12,8,4,5,4,4,1,light,light,light,light,light,c,o,c,c,c,K,CL,CK,CKC,CKC,,C,C,C,C,,,,C,C,K,L,K,K,K,2,2,2,3,3,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,VC,CVV,CVC,CVC,CVC,1,0,2,2,2,N,N,T,1,Immoralismus,paenultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Im,ø,I,Im,Imm,Immo,Immor,K,KC,KCL,KCLC,KCLCK,ø,8,9,10,12,8,8,4,5,6,2,0,light,light,light,light,light,c,o,c,o,c,K,CL,CK,CL,CLC,,C,C,C,C,,,,,C,K,L,K,L,L,2,2,2,2,3,1,0,1,0,1,0,1,1,1,1,1,2,1,2,2,VC,CVV,CVC,CVV,CVVC,1,0,2,0,1,N,N,T,1,Immoralitaet,ultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Im,ø,I,Im,Imm,Immo,Immor,K,KC,KCK,KCKC,KCKCC,ø,8,13,7,12,8,8,4,3,6,2,-1,light,light,light,light,light,c,c,c,o,c,K,CKC,CK,CL,CLC,,C,C,C,C,,C,,,C,K,K,K,L,L,2,3,2,2,3,1,1,1,0,1,0,1,1,1,1,1,1,1,2,2,VC,CVC,CVC,CVV,CVVC,1,2,2,0,1,N,N,T,1,Immortalitaet,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,im,ø,i,im,imm,immu,immun,K,KC,KCL,KCLC,KCLCL,ø,8,11,11,9,13,8,5,5,4,4,0,light,light,light,light,schwa,c,o,o,o,c,K,CL,CL,CL,CKC,,C,C,C,C,,,,,C,K,L,L,L,K,2,2,2,3,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,V,A,F,1,immunisieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Im,ø,I,Im,Imm,Immu,Immun,K,KC,KCL,KCLC,KCLCL,ø,8,11,11,9,15,8,5,5,4,5,1,light,light,light,light,light,c,o,o,o,c,K,CL,CL,CL,CKC,,C,C,C,C,,,,,C,K,L,L,L,K,2,2,2,3,4,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,N,V,T,1,Immunisierung,paenultima
risch,ø,h,ch,sch,isch,risch,C,KC,CKC,LCKC,CLCKC,ø,im,ø,i,im,imp,impe,imper,K,KC,KCC,KCCL,KCCLC,ø,11,7,14,7,13,5,3,7,3,4,0,light,light,light,light,light,c,o,o,o,c,KC,CL,CL,CL,CKC,,C,C,C,C,C,,,,C,K,L,L,L,K,2,2,2,2,5,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,A,N,F,1,imperatorisch,paenultima
list,ø,t,st,ist,list,alist,C,CC,KCC,CKCC,KCKCC,acc,Im,ø,I,Im,Imp,Impe,Imper,K,KC,KCC,KCCL,KCCLC,ø,11,7,12,6,14,5,3,6,6,3,0,light,light,light,light,heavy,c,o,o,c,c,KC,CL,CL,K,CKCC,,C,C,,C,C,,,,CC,K,L,L,K,K,2,2,2,1,4,1,0,0,1,2,0,1,1,0,1,1,2,2,1,1,VC,CVV,CVV,VC,CVCC,1,0,0,1,3,N,A,T,1,Imperialist,ultima
bel,ø,l,el,bel,abel,eabel,C,KC,CKC,LCKC,LLCKC,ø,im,ø,i,im,imp,impe,imper,K,KC,KCC,KCCK,KCCKC,ø,11,11,9,10,11,5,3,4,10,3,-1,light,light,light,light,schwa,c,c,o,o,c,KC,CKC,CL,L,CKC,,C,C,,C,C,C,,,C,K,K,L,L,K,2,3,2,1,3,1,1,0,0,1,0,1,1,0,1,1,1,2,2,1,VC,CVC,CVV,VV,CVC,1,2,0,0,2,A,A,F,1,impermeabel,paenultima
le,ø,e,le,ale,nale,onale,K,CK,LCK,CLCK,LCLCK,ø,Im,ø,I,Im,Imp,Impe,Imper,K,KC,KCC,KCCK,KCCKC,ø,11,11,7,13,10,5,3,3,6,5,0,light,light,light,light,schwa,c,c,o,o,o,KC,CKC,CL,CL,CK,,C,C,C,C,C,C,,,,K,K,L,L,K,2,3,2,2,2,1,1,0,0,0,0,1,1,1,1,1,1,2,2,1,VC,CVC,CVV,CVV,CV,1,2,0,0,1,N,ø,T,0,Impersonale,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Im,ø,I,Im,Imp,Impl,Impla,K,KC,KCC,KCCC,KCCCK,ø,11,14,7,9,9,5,3,3,4,4,-1,light,light,light,light,light,c,c,c,o,c,KC,CCKC,CK,AL,LC,,CC,C,A,,C,C,,,C,K,K,K,L,L,2,4,2,2,2,1,1,1,0,1,0,2,1,1,0,1,1,1,2,2,VC,CCVC,CVC,CVV,VVC,1,3,2,0,0,N,R,T,1,Implantation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,im,ø,i,im,imp,impl,imple,K,KC,KCC,KCCC,KCCCL,ø,11,11,12,9,13,5,3,4,4,4,0,light,light,light,light,schwa,c,o,c,o,c,KC,CCL,CKC,CL,CKC,,CC,C,C,C,C,,C,,C,K,L,K,L,K,2,3,3,3,3,1,0,1,0,1,0,2,1,1,1,1,2,1,2,1,VC,CCVV,CVC,CVV,CVC,1,1,2,0,2,V,R,F,1,implementieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Im,ø,I,Im,Imp,Impl,Imple,K,KC,KCC,KCCC,KCCCL,ø,11,11,12,9,15,5,3,4,4,5,0,light,light,light,light,light,c,o,c,o,c,KC,CCL,CKC,CL,CKC,,CC,C,C,C,C,,C,,C,K,L,K,L,K,2,3,3,3,4,1,0,1,0,1,0,2,1,1,1,1,2,1,2,1,VC,CCVV,CVC,CVV,CVC,1,1,2,0,2,N,V,T,1,Implementierung,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Im,ø,I,Im,Imp,Impl,Impli,K,KC,KCC,KCCC,KCCCL,ø,11,13,7,9,9,5,4,3,4,4,-1,light,light,light,light,light,c,o,c,o,c,KC,CCL,CK,AL,LC,,CC,C,A,,C,,,,C,K,L,K,L,L,2,3,2,2,2,1,0,1,0,1,0,2,1,1,0,1,2,1,2,2,VC,CCVV,CVC,CVV,VVC,1,1,2,0,0,N,R,T,1,Implikation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Im,ø,I,Im,Imp,Impr,Impra,K,KC,KCC,KCCC,KCCCK,ø,11,11,10,9,9,5,3,3,4,4,-1,light,light,light,light,light,c,c,c,o,c,KC,CCK,CCK,AL,LC,,CC,CC,A,,C,,,,C,K,K,K,L,L,2,3,3,2,2,1,1,1,0,1,0,2,2,1,0,1,1,1,2,2,VC,CCVC,CCVC,CVV,VVC,1,3,3,0,0,N,R,T,1,Impraegnation,ultima
bel,ø,l,el,bel,abel,kabel,C,KC,CKC,LCKC,CLCKC,ø,im,ø,i,im,imp,impr,impra,K,KC,KCC,KCCC,KCCCK,ø,11,12,9,11,11,5,3,4,5,3,-1,light,light,light,light,schwa,c,c,o,o,c,KC,CCKC,CL,CL,CKC,,CC,C,C,C,C,C,,,C,K,K,L,L,K,2,4,2,2,3,1,1,0,0,1,0,2,1,1,1,1,1,2,2,1,VC,CCVC,CVV,CVV,CVC,1,3,0,0,2,A,A,F,1,impraktikabel,paenultima
nist,ø,t,st,ist,nist,onist,C,CC,KCC,CKCC,LCKCC,acc,Im,ø,I,Im,Imp,Impr,Impre,K,KC,KCC,KCCC,KCCCK,ø,11,11,9,6,13,5,3,4,6,3,-1,light,light,light,light,heavy,c,c,o,o,c,KC,CCK,CL,L,CKCC,,CC,C,,C,C,,,,CC,K,K,L,L,K,2,4,2,1,4,1,1,0,0,2,0,2,1,0,1,1,1,2,2,1,VC,CCVC,CVV,VV,CVCC,1,3,0,0,3,N,N,T,1,Impressionist,ultima
tor,ø,r,or,tor,ator,sator,C,KC,CKC,LCKC,CLCKC,ø,Im,ø,I,Im,Imp,Impr,Impro,K,KC,KCC,KCCC,KCCCL,ø,11,11,9,11,11,5,3,4,5,3,0,light,light,light,light,light,c,o,o,o,c,KC,CCL,CL,CL,CKC,,CC,C,C,C,C,,,,C,K,L,L,L,K,2,3,2,2,3,1,0,0,0,1,0,2,1,1,1,1,2,2,2,1,VC,CCVV,CVV,CVV,CVC,1,1,0,0,2,N,R,T,1,Improvisator,paenultima
