syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,pos,comp_struct,nomen,comp_len,Word,stress_class
men,ø,n,en,men,amen,xamen,C,KC,CKC,LCKC,CLCKC,ø,Ab,ø,A,Ab,Abs,Absc,Absch,K,KC,KCC,KCCC,KCCCK,acc,7,14,6,12,12,3,3,6,4,4,0,light,light,light,light,schwa,c,c,c,o,c,KC,CCKC,K,CCL,CKC,,CC,,CC,C,C,C,,,C,K,K,K,L,K,2,6,2,1,3,1,1,1,0,1,0,2,0,2,1,1,1,1,2,1,VC,CCVC,VC,CCVV,CVC,1,3,1,1,2,N,NN,T,2,Abschlussexamen,prima
fe,ø,e,fe,afe,rafe,trafe,K,CK,LCK,CLCK,CCLCK,ø,Ab,ø,A,Ab,Abs,Absc,Absch,K,KC,KCC,KCCC,KCCCK,acc,7,11,13,16,7,3,3,3,4,3,0,light,light,heavy,light,schwa,c,c,c,o,o,KC,CCK,CKCC,CCCL,CK,,CC,C,CCC,C,C,,CC,,,K,K,K,L,K,2,5,6,4,2,1,1,2,0,0,0,2,1,3,1,1,1,1,2,1,VC,CCVC,CVCC,CCCVV,CV,1,3,3,1,1,N,NN,T,2,Abschreckungsstrafe,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Ab,ø,A,Ab,Abs,Absi,Absic,K,KC,KCC,KCCK,KCCKC,acc,7,11,10,11,15,3,2,5,3,5,1,light,heavy,light,light,light,c,c,c,o,c,KC,CKCA,KC,CCL,CKC,,C,,CC,C,C,CA,C,,C,K,K,K,L,K,2,6,2,3,4,1,2,1,0,1,0,1,0,2,1,1,1,1,2,1,VC,CVCC,VC,CCVV,CVC,1,3,1,1,2,N,NV,T,2,Absichtserklaerung,prima
m1$,ø,s,ss,ess,aess,maess,C,LC,CLC,KCLC,CKCLC,ø,ab,ab,a,ab,abs,absp,abspr,K,KC,KCC,KCCC,KCCCC,acc,7,16,7,7,10,3,4,3,3,3,-1,light,light,schwa,schwa,light,c,o,o,o,c,KC,CCCL,CK,CK,CLC,,CCC,C,C,C,C,,,,C,K,L,K,K,L,2,4,3,2,3,1,0,0,0,1,0,3,1,1,1,1,2,1,1,2,VC,CCCVV,CV,CV,CVVC,1,1,1,1,1,A,NA,F,2,absprachegemaess,prima
tier,ø,r,er,ier,tier,rtier,C,LC,CLC,CCLC,KCCLC,ø,Ab,ø,A,Ab,Abs,Abst,Abste,K,KC,KCC,KCCC,KCCCD,acc,7,12,7,12,13,3,4,3,3,4,1,light,light,schwa,light,light,c,o,o,c,c,KC,CCD,CK,CCKC,CLC,,CC,C,CC,C,C,,,C,C,K,D,K,K,L,2,4,2,4,4,1,0,0,1,1,0,2,1,2,1,1,2,1,1,2,VC,CCVV,CV,CCVC,CVVC,1,1,1,3,1,N,NN,T,2,Absteigequartier,prima
det,ø,t,et,det,rdet,hrdet,C,KC,CKC,CCKC,LCCKC,ø,ab,ab,a,ab,abs,abst,absti,K,KC,KCC,KCCC,KCCCL,acc,7,12,7,11,8,3,2,3,3,2,0,light,heavy,schwa,light,schwa,c,c,o,c,c,KC,CCLCC,CK,CLC,CKC,,CC,C,C,C,C,CC,,C,C,K,L,K,L,K,2,6,2,4,3,1,2,0,1,1,0,2,1,1,1,1,2,1,2,1,VC,CCVVCC,CV,CVVC,CVC,1,2,1,1,2,A,NF,F,2,abstiegsgefaehrdet,prima
se,ø,e,se,hse,chse,achse,K,CK,CCK,KCCK,CKCCK,ø,Ab,ø,A,Ab,Abs,Absz,Abszi,K,KC,KCC,KCCA,KCCAK,ø,8,9,10,7,7,2,4,3,3,3,-1,heavy,light,schwa,light,schwa,c,c,c,c,o,KCC,AK,CKC,KC,CK,,A,C,,C,CC,,C,C,,K,K,K,K,K,2,4,3,3,2,2,1,1,1,0,0,1,1,0,1,1,1,1,1,1,VCC,CVC,CVC,VC,CV,2,2,2,1,1,N,NN,T,2,Abszissenachse,sekunda
ter,ø,r,er,ter,iter,eiter,C,KC,CKC,DCKC,CDCKC,ø,Ab,ø,A,Ab,Abt,Abte,Abtei,K,KC,KCC,KCCD,KCCDC,acc,7,11,16,14,11,3,5,4,7,3,1,light,light,heavy,light,schwa,c,o,c,o,c,KC,CD,CKCC,CD,CKC,,C,C,C,C,C,,CC,,C,K,D,K,D,K,2,3,5,3,3,1,0,2,0,1,0,1,1,1,1,1,2,1,2,1,VC,CVV,CVCC,CVV,CVC,1,0,3,0,2,N,NV,T,2,Abteilungsleiter,prima
der,ø,r,er,der,nder,inder,C,KC,CKC,CCKC,KCCKC,ø,Ach,ø,A,Ac,Ach,Achs,Achse,K,KC,KCC,KCCK,KCCKC,ø,7,10,9,15,11,3,3,4,5,3,1,light,schwa,light,light,schwa,c,c,o,c,c,KC,CKC,AL,CKC,CKC,,C,A,C,C,C,C,,C,C,K,K,L,K,K,3,3,2,3,3,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,VC,CVC,CVV,CVC,CVC,1,2,0,2,2,N,NN,T,2,Achsenzylinder,prima
ter,ø,r,er,ter,eter,meter,C,KC,CKC,LCKC,CLCKC,ø,Achs,ø,A,Ac,Ach,Achs,Achsk,K,KC,KCC,KCCC,KCCCL,ø,8,9,10,9,11,2,4,5,4,3,0,heavy,light,light,light,schwa,c,o,o,o,c,KCC,CL,CL,CL,CKC,,C,C,C,C,CC,,,,C,K,L,L,L,K,4,2,2,2,3,2,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VCC,CVV,CVV,CVV,CVC,2,0,0,0,2,N,NN,T,2,Achskilometer,prima
ke,ø,e,ke,rke,arke,marke,K,CK,CCK,KCCK,CKCCK,ø,Acht,ø,A,Ac,Ach,Acht,Achtp,K,KC,KCC,KCCA,KCCAK,ø,8,7,12,13,7,2,3,4,4,3,0,heavy,light,light,light,schwa,c,c,c,c,o,KCC,AK,CKC,CKC,CK,,A,C,C,C,CC,,C,C,,K,K,K,K,K,4,4,3,3,2,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,VCC,CVC,CVC,CVC,CV,2,2,2,2,1,N,ø,T,2,Achtpfennigmarke,sekunda
tend,ø,d,nd,end,tend,etend,C,CC,KCC,CKCC,LCKCC,ø,ach,ø,a,ac,ach,acht,achtu,K,KC,KCC,KCCK,KCCKC,ø,7,12,7,9,11,3,4,3,4,2,0,light,light,schwa,light,schwa,c,c,o,o,c,KC,CKC,CK,CL,CKCC,,C,C,C,C,C,C,,,CC,K,K,K,L,K,3,4,2,3,4,1,1,0,0,2,0,1,1,1,1,1,1,1,2,1,VC,CVC,CV,CVV,CVCC,1,2,1,0,3,A,NA,F,2,achtunggebietend,prima
gung,ø,g,ng,ung,gung,igung,C,KC,CKC,DCKC,ADCKC,ø,Ach,ø,A,Ac,Ach,Acht,Achtu,K,KC,KCC,KCCK,KCCKC,ø,7,13,7,11,12,3,3,3,5,4,0,light,heavy,schwa,light,light,c,c,o,o,c,KC,CKCC,CK,AD,CKC,,C,C,A,C,C,CC,,,C,K,K,K,D,K,3,5,2,3,4,1,2,0,0,1,0,1,1,1,1,1,1,1,2,1,VC,CVCC,CV,CVV,CVC,1,3,1,0,2,N,NN,T,2,Achtungsbezeigung,prima
bend,ø,d,nd,end,bend,ibend,C,CC,KCC,CKCC,DCKCC,ø,a,ø,a,ac,ack,acke,acker,K,KC,KCK,KCKC,KCKCC,ø,6,11,11,15,11,6,3,5,5,2,1,light,schwa,light,light,schwa,c,c,o,o,c,K,CKC,CD,CCD,CKCC,,C,C,CC,C,,C,,,CC,K,K,D,D,K,1,4,3,4,4,1,1,0,0,2,0,1,1,2,1,1,1,2,2,1,VC,CVC,CVV,CCVV,CVCC,1,2,0,1,3,A,NF,F,2,ackerbautreibend,prima
ne,ø,e,ne,ine,hine,chine,K,CK,LCK,CLCK,KCLCK,ø,Ad,ø,A,Ad,Add,Addi,Addie,K,KC,KCL,KCLC,KCLCC,ø,6,13,9,9,9,6,4,4,4,4,0,light,light,light,light,schwa,c,c,c,o,o,K,CLC,CK,CL,CK,,C,C,C,C,,C,,,,K,L,K,L,K,2,4,2,4,2,1,1,1,0,0,0,1,1,1,1,1,2,1,2,1,VC,CVVC,CVC,CVV,CV,1,1,2,0,1,N,VN,T,2,Addiermaschine,sekunda
kat,ø,t,at,kat,ikat,dikat,C,LC,CLC,LCLC,CLCLC,ø,A,ø,A,Ad,Ade,Adel,Adels,L,LC,LCK,LCKC,LCKCC,ø,10,12,11,9,12,10,3,3,4,4,0,light,schwa,light,light,light,o,c,c,o,c,L,CKCC,CCK,CL,CLC,,C,CC,C,C,,CC,,,C,L,K,K,L,L,1,4,3,2,3,0,2,1,0,1,0,1,2,1,1,2,1,1,2,2,VV,CVCC,CCVC,CVV,CVVC,0,3,3,0,1,N,NN,T,2,Adelspraedikat,prima
bahn,ø,n,hn,ahn,bahn,sbahn,C,LC,CLC,CCLC,CCCLC,ø,Ad,ø,A,Ad,Adh,Adha,Adhae,K,KC,KCC,KCCK,KCCKC,ø,7,7,9,10,14,3,3,4,3,4,1,light,light,light,heavy,light,c,c,o,c,c,KC,CK,CL,LCC,CLC,,C,C,,C,C,,,CC,C,K,K,L,L,L,2,2,2,3,4,1,1,0,2,1,0,1,1,0,1,1,1,2,2,2,VC,CVC,CVV,VVCC,CVVC,1,2,0,1,1,N,NN,T,2,Adhaesionsbahn,paenultima
satz,ø,z,tz,atz,satz,lsatz,A,KA,CKA,CCKA,LCCKA,ø,Ad,ø,A,Ad,Adv,Adve,Adver,K,KC,KCC,KCCK,KCCKC,ø,7,11,9,14,8,3,3,4,7,2,0,light,light,light,light,light,c,c,o,c,c,KC,CKC,CL,LC,CKA,,C,C,,C,C,C,,C,A,K,K,L,L,K,2,3,2,2,4,1,1,0,1,1,0,1,1,0,1,1,1,2,2,1,VC,CVC,CVV,VVC,CVC,1,2,0,0,2,N,AN,T,2,Adverbialsatz,paenultima
ter,ø,r,er,ter,ater,eater,C,KC,CKC,LCKC,LLCKC,ø,Af,ø,A,Af,Aff,Affe,Affen,K,KC,KCK,KCKC,KCKCC,ø,6,10,7,10,11,6,3,3,10,3,1,light,schwa,light,light,schwa,c,c,o,o,c,K,CKC,CL,L,CKC,,C,C,,C,,C,,,C,K,K,L,L,K,2,3,3,1,3,1,1,0,0,1,0,1,1,0,1,1,1,2,2,1,VC,CVC,CVV,VV,CVC,1,2,0,0,2,N,NN,T,2,Affentheater,prima
stand,ø,d,nd,and,tand,stand,C,CC,KCC,CKCC,CCKCC,ø,Ag,ø,A,Ag,Agg,Aggr,Aggre,K,KC,KCC,KCCL,KCCLC,ø,6,11,12,9,12,6,3,4,4,2,1,light,light,light,light,heavy,c,o,c,o,c,K,CCL,CLC,AL,CCKCC,,CC,C,A,CC,,,C,,CC,K,L,L,L,K,2,3,3,2,5,1,0,1,0,2,0,2,1,1,2,1,2,2,2,1,VC,CCVV,CVVC,CVV,CCVCC,1,1,1,0,4,N,NN,T,2,Aggregatzustand,antepaenultima
bie,ø,e,ie,bie,obie,hobie,L,CL,LCL,CLCL,LCLCL,ø,A,ø,A,Ag,Ago,Agor,Agora,K,KC,KCL,KCLC,KCLCL,ø,6,7,14,7,9,6,3,7,3,4,0,light,light,light,light,light,c,o,o,o,o,K,CL,CL,CL,CL,,C,C,C,C,,,,,,K,L,L,L,L,1,2,2,3,3,1,0,0,0,0,0,1,1,1,1,1,2,2,2,2,VC,CVV,CVV,CVV,CVV,1,0,0,0,0,N,NN,T,2,Agoraphobie,ultima
tik,ø,k,ik,tik,itik,litik,C,LC,CLC,LCLC,CLCLC,noacc,A,ø,A,Ag,Agr,Agra,Agrar,K,KC,KCC,KCCL,KCCLC,ø,6,19,7,12,10,6,4,3,6,3,0,light,light,light,light,light,c,c,o,o,c,K,CCLC,CL,CL,CLC,,CC,C,C,C,,C,,,C,K,L,L,L,L,1,4,2,2,3,1,1,0,0,1,0,2,1,1,1,1,2,2,2,2,VC,CCVVC,CVV,CVV,CVVC,1,1,0,0,1,N,ø,T,2,Agrarpolitik,ultima
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,ø,A,ø,A,Ag,Agr,Agra,Agrar,K,KC,KCC,KCCL,KCCLC,ø,6,19,9,10,9,6,4,4,3,2,-1,light,light,light,schwa,heavy,c,c,c,c,c,K,CCLC,CK,CKC,CKCC,,CC,C,C,C,,C,,C,CC,K,L,K,K,K,1,4,3,3,6,1,1,1,1,2,0,2,1,1,1,1,2,1,1,1,VC,CCVVC,CVC,CVC,CVCC,1,1,2,2,3,N,ø,T,2,Agrarwissenschaft,antepaenultima
rie,ø,e,ie,rie,erie,lerie,L,CL,KCL,CKCL,KCKCL,ø,Ah,ø,A,Ah,Ahn,Ahne,Ahnen,L,LC,LCK,LCKC,LCKCC,ø,10,12,7,10,12,10,4,3,5,6,0,light,schwa,light,schwa,light,o,c,c,o,o,L,CKC,CK,CK,CL,,C,C,C,C,,C,,,,L,K,K,K,L,2,3,2,2,3,0,1,1,0,0,0,1,1,1,1,2,1,1,1,2,VV,CVC,CVC,CV,CVV,0,2,2,1,0,N,NN,T,2,Ahnengalerie,prima
ter,ø,r,er,ter,iter,eiter,C,KC,CKC,DCKC,CDCKC,ø,Ak,ø,A,Ak,Akk,Akko,Akkor,K,KC,KCK,KCKC,KCKCC,ø,6,12,10,11,11,6,3,5,5,3,0,light,heavy,light,light,schwa,c,c,c,o,c,K,CKCC,KC,CD,CKC,,C,,C,C,,CC,C,,C,K,K,K,D,K,2,4,2,3,3,1,2,1,0,1,0,1,0,1,1,1,1,1,2,1,VC,CVCC,VC,CVV,CVC,1,3,1,0,2,N,NN,T,2,Akkordarbeiter,sekunda
lung,ø,g,ng,ung,lung,hlung,C,KC,CKC,LCKC,ALCKC,ø,A,ø,A,Ak,Ako,Akon,Akont,K,KC,KCK,KCKC,KCKCC,ø,6,10,7,11,15,6,3,3,5,5,1,light,light,light,light,light,c,c,o,o,c,K,CKC,CL,AL,CKC,,C,C,A,C,,C,,,C,K,K,L,L,K,1,3,2,3,4,1,1,0,0,1,0,1,1,1,1,1,1,2,2,1,VC,CVC,CVV,CVV,CVC,1,2,0,0,2,N,NN,T,2,Akontozahlung,sekunda
gramm,ø,m,mm,amm,ramm,gramm,C,KC,CKC,CCKC,LCCKC,ø,Ak,ø,A,Ak,Akt,Akti,Aktio,K,KC,KCA,KCAL,KCALL,ø,7,9,10,11,14,3,4,3,3,3,1,light,light,heavy,light,light,c,o,c,o,c,KC,AL,LCC,CCL,CCKC,,A,,CC,CC,C,,CC,,C,K,L,L,L,K,2,2,3,3,5,1,0,2,0,1,0,1,0,2,2,1,2,2,2,1,VC,CVV,VVCC,CCVV,CCVC,1,0,1,1,3,N,NN,T,2,Aktionsprogramm,antepaenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,ø,Ak,ø,A,Ak,Akt,Akti,Aktiv,K,KC,KCC,KCCL,KCCLC,ø,7,10,11,7,15,3,3,3,3,5,1,light,light,light,schwa,light,c,c,c,o,c,KC,CLC,CKC,CK,CKC,,C,C,C,C,C,C,C,,C,K,L,K,K,K,2,3,3,2,4,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,VC,CVVC,CVC,CV,CVC,1,1,2,1,2,N,AN,T,2,Aktivforderung,sekunda
gen,ø,n,en,gen,egen,oegen,C,KC,CKC,LCKC,CLCKC,ø,Ak,ø,A,Ak,Akt,Akti,Aktiv,K,KC,KCC,KCCL,KCCLC,ø,7,10,11,9,10,3,3,3,4,3,0,light,light,light,light,schwa,c,c,c,o,c,KC,CLC,CKC,CL,CKC,,C,C,C,C,C,C,C,,C,K,L,K,L,K,2,3,3,2,3,1,1,1,0,1,0,1,1,1,1,1,2,1,2,1,VC,CVVC,CVC,CVV,CVC,1,1,2,0,2,N,AN,T,2,Aktivvermoegen,sekunda
zer,ø,r,er,zer,tzer,etzer,C,KC,AKC,KAKC,CKAKC,ø,Ak,ø,A,Ak,Akz,Akzi,Akzid,K,KC,KCA,KCAL,KCALC,ø,7,9,11,7,11,3,4,2,3,3,0,light,light,heavy,light,schwa,c,o,c,c,c,KC,AL,CKCA,CK,AKC,,A,C,C,A,C,,CA,,C,K,L,K,K,K,2,2,4,3,3,1,0,2,1,1,0,1,1,1,1,1,2,1,1,1,VC,CVV,CVCC,CVC,CVC,1,0,3,2,2,N,NV,T,2,Akzidenzsetzer,antepaenultima
ge,ø,e,ge,age,lage,nlage,K,CK,LCK,CLCK,CCLCK,ø,A,ø,A,Al,Ala,Alar,Alarm,K,KC,KCK,KCKC,KCKCC,ø,6,17,9,14,7,6,4,4,7,3,-1,light,heavy,light,light,schwa,c,c,c,o,o,K,CKCC,KC,CL,CK,,C,,C,C,,CC,C,,,K,K,K,L,K,1,4,2,2,2,1,2,1,0,0,0,1,0,1,1,1,1,1,2,1,VC,CVCC,VC,CVV,CV,1,3,1,0,1,N,NN,T,2,Alarmanlage,sekunda
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,ø,A,ø,A,Al,Ala,Alar,Alarm,K,KC,KCK,KCKC,KCKCC,ø,6,17,7,15,9,6,4,3,5,2,0,light,heavy,schwa,light,heavy,c,c,o,c,c,K,CKCC,CK,CDC,CKCC,,C,C,C,C,,CC,,C,CC,K,K,K,D,K,1,4,2,4,6,1,2,0,1,2,0,1,1,1,1,1,1,1,2,1,VC,CVCC,CV,CVVC,CVCC,1,3,1,1,3,N,NN,T,2,Alarmbereitschaft,sekunda
gel,ø,l,el,gel,egel,iegel,C,KC,CKC,LCKC,CLCKC,ø,Al,ø,A,Al,Alk,Alko,Alkoh,K,KC,KCC,KCCL,KCCLC,ø,10,7,11,10,11,5,3,3,3,3,0,light,light,light,light,schwa,c,o,c,o,c,KC,CL,CLC,CCL,CKC,,C,C,CC,C,C,,C,,C,K,L,L,L,K,2,2,3,4,3,1,0,1,0,1,0,1,1,2,1,1,2,2,2,1,VC,CVV,CVVC,CCVV,CVC,1,0,1,1,2,N,NN,T,2,Alkoholspiegel,prima
bot,ø,t,ot,bot,rbot,erbot,C,LC,CLC,CCLC,KCCLC,ø,Al,ø,A,Al,Alk,Alko,Alkoh,K,KC,KCC,KCCL,KCCLC,ø,10,7,11,11,8,5,3,3,3,2,0,light,light,light,light,light,c,o,c,c,c,KC,CL,CLC,CKC,CLC,,C,C,C,C,C,,C,C,C,K,L,L,K,L,2,2,3,3,3,1,0,1,1,1,0,1,1,1,1,1,2,2,1,2,VC,CVV,CVVC,CVC,CVVC,1,0,1,2,1,N,NN,T,2,Alkoholverbot,prima
stens,ø,s,ns,ens,tens,stens,C,CC,KCC,CKCC,CCKCC,ø,al,ø,a,al,all,alle,aller,K,KC,KCK,KCKC,KCKCC,ø,6,14,13,7,11,6,4,4,3,2,0,light,schwa,light,schwa,schwa,c,c,o,c,c,K,CKC,CCL,KC,CKCC,,C,CC,,C,,C,,C,CC,K,K,L,K,K,2,3,3,2,5,1,1,0,1,2,0,1,2,0,1,1,1,2,1,1,VC,CVC,CCVV,VC,CVCC,1,2,1,1,3,ADV,ø,F,2,allerfruehestens,multa
