syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority_ratio0,sonority_ratio1,sonority_dir,syl_weight0,syl_weight1,syl_open0,syl_open1,syl_phoncat0,syl_phoncat1,onset_phoncat0,onset_phoncat1,koda_phoncat0,koda_phoncat1,nucleus_phoncat0,nucleus_phoncat1,syl_len0,syl_len1,koda_len0,koda_len1,onset_len0,onset_len1,nucleus_len0,nucleus_len1,syl_cv0,syl_cv1,cv_ratio0,cv_ratio1,pos,comp_struct,nomen,comp_len,Word,stress_class
per,ø,r,er,per,pper,opper,C,KC,CKC,KCKC,CKCKC,Stop,ø,S,St,Sto,Stop,Stopp,C,CC,CCK,CCKC,CCKCK,8,11,2,3,2,light,schwa,c,c,CCK,CKC,CC,C,?,C,K,K,4,3,1,1,2,1,1,1,CCVC,CVC,3,2,N,V,T,1,Stopper,paenultima
drift,ø,t,ft,ift,rift,drift,C,CC,KCC,CKCC,CCKCC,Ab,ø,A,Ab,Abd,Abdr,Abdri,K,KC,KCC,KCCC,KCCCK,7,15,3,3,4,light,heavy,c,c,KC,CCKCC,?,CC,C,CC,K,K,2,5,1,2,0,2,1,1,VC,CCVCC,1,4,N,V,T,1,Abdrift,paenultima
len,ø,n,en,len,llen,illen,C,KC,CKC,KCKC,CKCKC,ril,ø,r,ri,ril,rill,rille,C,CK,CKC,CKCK,CKCKC,12,13,6,4,1,light,schwa,c,c,CK,CKC,C,C,?,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,V,N,F,1,rillen,paenultima
tuch,ø,h,ch,uch,tuch,gtuch,C,LC,CLC,CCLC,KCCLC,Sprung,ø,S,Sp,Spr,Spru,Sprun,C,CC,CCC,CCCK,CCCKC,17,10,3,3,-3,light,light,c,c,CCCKC,CLC,CCC,C,C,C,K,L,6,4,1,1,3,1,1,2,CCCVC,CVVC,4,1,N,NN,T,2,Sprungtuch,paenultima
brief,ø,f,ef,ief,rief,brief,C,LC,CLC,CCLC,CCCLC,Lehr,ø,L,Le,Leh,Lehr,Lehrb,C,CL,CLC,CLCC,CLCCC,14,14,4,3,0,light,light,c,c,CLC,CCLC,C,CC,C,C,L,L,4,5,1,1,1,2,2,2,CVVC,CCVVC,1,1,N,NN,T,2,Lehrbrief,paenultima
mahl,ø,l,hl,ahl,mahl,emahl,C,LC,CLC,KCLC,CKCLC,Ge,ø,G,Ge,Gem,Gema,Gemah,C,CK,CKC,CKCL,CKCLC,7,17,3,5,5,schwa,light,o,c,CK,CLC,C,C,?,C,K,L,2,4,0,1,1,1,1,2,CV,CVVC,1,1,N,N,T,1,Gemahl,ultima
al,al,l,al,eal,Real,ø,C,LC,LLC,CLLC,ø,Re,ø,R,Re,Rea,Real,ø,C,CL,CLL,CLLC,ø,10,14,5,7,2,light,light,o,c,CL,LC,C,?,?,C,L,L,2,2,0,1,1,0,2,2,CVV,VVC,0,0,N,N,T,1,Real,ultima
cken,ø,n,en,ken,cken,acken,C,KC,CKC,KCKC,CKCKC,zwa,ø,z,zw,zwa,zwac,zwack,A,AC,ACK,ACKC,ACKCK,8,10,2,3,1,light,schwa,c,c,ACK,CKC,AC,C,?,C,K,K,3,4,1,1,2,1,1,1,CCVC,CVC,3,2,V,V,F,1,zwacken,paenultima
sen,ø,n,en,sen,isen,eisen,C,KC,CKC,DCKC,ø,ei,ø,e,ei,eis,eise,eisen,D,DC,DCK,DCKC,ø,10,10,10,3,0,light,schwa,o,c,D,CKC,?,C,?,C,D,K,2,3,0,1,0,1,2,1,VV,CVC,0,2,V,N,F,1,eisen,paenultima
tern,ø,n,rn,ern,tern,ttern,C,CC,KCC,CKCC,KCKCC,schlit,ø,s,sc,sch,schl,schli,C,CC,CCK,CCKC,CCKCK,13,14,4,3,1,light,schwa,c,c,CCK,CKCC,CC,C,?,CC,K,K,6,4,1,2,2,1,1,1,CCVC,CVCC,3,3,V,V,F,1,schlittern,paenultima
pflug,ø,g,ug,lug,flug,pflug,C,LC,CLC,ACLC,LACLC,Schnee,ø,S,Sc,Sch,Schn,Schne,C,CC,CCL,CCLA,CCLAC,10,14,3,3,2,light,light,o,c,CCL,ACLC,CC,AC,?,C,L,L,6,5,0,1,2,2,2,2,CCVV,CCVVC,1,1,N,NN,T,2,Schneepflug,paenultima
fleck,ø,k,ck,eck,leck,fleck,C,KC,CKC,CCKC,CCCKC,Rost,ø,R,Ro,Ros,Rost,Rostf,C,CK,CKC,CKCC,CKCCC,12,12,3,3,0,heavy,light,c,c,CKCC,CCKC,C,CC,CC,C,K,K,4,5,2,1,1,2,1,1,CVCC,CCVC,3,3,N,NN,T,2,Rostfleck,paenultima
br1u,ø,u,eu,aeu,raeu,braeu,D,CD,CCD,KCCD,CKCCD,Ge,ø,G,Ge,Geb,Gebr,Gebra,C,CK,CKC,CKCC,CKCCD,7,15,3,5,4,schwa,light,o,o,CK,CCD,C,CC,?,?,K,D,2,4,0,0,1,2,1,2,CV,CCVV,1,1,N,V,T,1,Gebraeu,ultima
lar,ø,r,ar,lar,llar,ollar,C,KC,CKC,KCKC,CKCKC,Dol,ø,D,Do,Dol,Doll,Dolla,C,CK,CKC,CKCK,CKCKC,7,14,3,4,4,light,light,c,c,CK,CKC,C,C,?,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,ø,T,0,Dollar,paenultima
lar,ø,r,ar,lar,olar,polar,C,LC,CLC,LCLC,CLCLC,po,ø,p,po,pol,pola,polar,C,CL,CLC,CLCL,CLCLC,7,18,3,6,6,light,light,o,c,CL,CLC,C,C,?,C,L,L,2,3,0,1,1,1,2,2,CVV,CVVC,0,1,A,N,F,1,polar,ultima
stich,ø,h,ch,ich,tich,stich,C,KC,CKC,CCKC,CCCKC,An,ø,A,An,Ans,Anst,Ansti,K,KC,KCC,KCCC,KCCCK,9,11,4,2,1,light,light,c,c,KC,CCKC,?,CC,C,C,K,K,2,5,1,1,0,2,1,1,VC,CCVC,1,3,N,V,T,1,Anstich,paenultima
fekt,ø,t,kt,ekt,fekt,efekt,C,CC,KCC,CKCC,LCKCC,De,ø,D,De,Def,Defe,Defek,C,CL,CLC,CLCK,CLCKC,7,9,3,2,1,light,heavy,o,c,CL,CKCC,C,C,?,CC,L,K,2,4,0,2,1,1,2,1,CVV,CVCC,0,3,N,A,T,1,Defekt,ultima
ge,ø,e,ge,ige,eige,Geige,K,CK,DCK,CDCK,ø,Gei,ø,G,Ge,Gei,Geig,Geige,C,CD,CDC,CDCK,ø,11,7,5,3,-2,light,schwa,o,o,CD,CK,C,C,?,?,D,K,3,2,0,0,1,1,2,1,CVV,CV,0,1,N,N,T,1,Geige,paenultima
nen,ø,n,en,nen,hnen,ohnen,C,KC,CKC,LCKC,CLCKC,boh,ø,b,bo,boh,bohn,bohne,C,CL,CLC,CLCK,CLCKC,7,12,3,4,3,light,schwa,o,c,CL,CKC,C,C,?,C,L,K,3,3,0,1,1,1,2,1,CVV,CVC,0,2,V,V,F,1,bohnen,paenultima
we,ø,e,we,twe,itwe,Witwe,K,CK,CCK,KCCK,CKCCK,Wit,ø,W,Wi,Wit,Witw,Witwe,C,CK,CKC,CKCC,CKCCK,10,7,3,3,-1,light,schwa,c,o,CKC,CK,C,C,C,?,K,K,3,2,1,0,1,1,1,1,CVC,CV,2,1,N,N,T,1,Witwe,paenultima
ben,ø,n,en,ben,uben,auben,C,KC,CKC,DCKC,CDCKC,klau,ø,k,kl,kla,klau,klaub,C,CC,CCD,CCDC,CCDCK,15,10,5,3,-2,light,schwa,o,c,CCD,CKC,CC,C,?,C,D,K,4,3,0,1,2,1,2,1,CCVV,CVC,1,2,V,V,F,1,klauben,paenultima
xe,ø,e,xe,axe,Taxe,ø,K,CK,CCK,KCCK,CKCCK,Ta,ø,T,Ta,Tax,Taxe,ø,C,CK,CKC,CKCC,CKCCK,7,8,3,2,1,light,schwa,c,o,CK,CCK,C,CC,?,?,K,K,2,2,1,0,1,2,1,1,CVC,CCV,2,2,N,R,T,1,Taxe,paenultima
bel,ø,l,el,bel,obel,robel,C,KC,CKC,LCKC,CLCKC,Stro,ø,S,St,Str,Stro,Strob,C,CC,CCC,CCCL,CCCLC,12,11,3,3,0,light,schwa,o,c,CCCL,CKC,CCC,C,?,C,L,K,4,3,0,1,3,1,2,1,CCCVV,CVC,1,2,N,N,T,1,Strobel,paenultima
ter,ø,r,er,ter,pter,epter,C,KC,CKC,CCKC,KCCKC,Szep,ø,S,Sz,Sze,Szep,Szept,C,CA,CAK,CAKC,CAKCC,9,11,2,3,1,light,schwa,c,c,CAKC,CKC,CA,C,C,C,K,K,4,3,1,1,2,1,1,1,CCVC,CVC,3,2,N,N,T,1,Szepter,paenultima
re,ø,e,re,rre,erre,uerre,K,CK,KCK,CKCK,ø,D2r,ø,D,Du,Due,Duer,Duerr,C,CK,CKC,CKCK,ø,9,10,4,5,1,light,schwa,c,o,CK,CK,C,C,?,?,K,K,3,2,1,0,1,1,1,1,CVC,CV,2,1,N,A,T,1,Duerre,paenultima
fen,ø,n,en,fen,ifen,eifen,C,KC,CKC,DCKC,CDCKC,Strei,ø,S,St,Str,Stre,Strei,C,CC,CCC,CCCD,CCCDC,16,10,4,3,-3,light,schwa,o,c,CCCD,CKC,CCC,C,?,C,D,K,5,3,0,1,3,1,2,1,CCCVV,CVC,1,2,N,N,T,1,Streifen,paenultima
go,ø,o,go,ngo,ongo,Kongo,L,CL,CCL,KCCL,CKCCL,Kon,ø,K,Ko,Kon,Kong,Kongo,C,CK,CKC,CKCC,CKCCL,10,7,3,3,-1,light,light,c,o,CKC,CL,C,C,C,?,K,L,3,2,1,0,1,1,1,2,CVC,CVV,2,0,N,ø,T,0,Kongo,paenultima
hold,ø,d,ld,old,hold,nhold,C,CC,KCC,CKCC,CCKCC,un,ø,u,un,unh,unho,unhol,K,KC,KCC,KCCK,KCCKC,11,12,5,3,1,light,heavy,c,c,KC,CKCC,?,C,C,CC,K,K,2,4,1,2,0,1,1,1,VC,CVCC,1,3,A,A,F,1,unhold,paenultima
pe,ø,e,pe,mpe,ampe,Rampe,K,CK,CCK,KCCK,CKCCK,Ram,ø,R,Ra,Ram,Ramp,Rampe,C,CK,CKC,CKCC,CKCCK,13,7,4,3,-3,light,schwa,c,o,CKC,CK,C,C,C,?,K,K,3,2,1,0,1,1,1,1,CVC,CV,2,1,N,ø,T,0,Rampe,paenultima
reif,ø,f,if,eif,reif,hreif,C,DC,CDC,CCDC,KCCDC,bruch,ø,b,br,bru,bruc,bruch,C,CC,CCK,CCKC,CCKCC,14,15,3,5,1,light,light,c,c,CCKC,CDC,CC,C,C,C,K,D,5,4,1,1,2,1,1,2,CCVC,CVVC,3,1,A,NA,F,2,bruchreif,paenultima
ton,ø,n,on,ton,uton,luton,C,LC,CLC,LCLC,CLCLC,Plu,ø,P,Pl,Plu,Plut,Pluto,C,CC,CCL,CCLC,CCLCL,13,10,4,3,-1,light,light,o,c,CCL,CLC,CC,C,?,C,L,L,3,3,0,1,2,1,2,2,CCVV,CVVC,1,1,N,N,T,1,Pluton,ultima
spig,ø,g,ig,pig,spig,ispig,C,KC,CKC,CCKC,KCCKC,ri,ø,r,ri,ris,risp,rispi,C,CK,CKC,CKCC,CKCCK,13,10,4,3,-1,light,light,c,c,CKC,CKC,C,C,C,C,K,K,2,4,1,1,1,1,1,1,CVC,CVC,2,2,A,N,F,1,rispig,paenultima
lein,lein,n,in,ein,lein,flein,C,DC,CDC,CCDC,LCCDC,7f,ø,O,Oe,Oef,Oefl,Oefle,L,LC,LCC,LCCD,LCCDC,7,17,3,5,5,light,light,c,c,LC,CDC,?,C,C,C,L,D,2,4,1,1,0,1,2,2,VVC,CVVC,0,1,N,N,T,1,Oeflein,paenultima
de,ø,e,de,lde,ilde,Tilde,K,CK,CCK,KCCK,CKCCK,Til,ø,T,Ti,Til,Tild,Tilde,C,CK,CKC,CKCC,CKCCK,13,7,4,3,-3,light,schwa,c,o,CKC,CK,C,C,C,?,K,K,3,2,1,0,1,1,1,1,CVC,CV,2,1,N,ø,T,0,Tilde,paenultima
fe,ø,e,fe,ufe,aufe,raufe,K,CK,DCK,CDCK,CCDCK,Trau,ø,T,Tr,Tra,Trau,Trauf,C,CC,CCD,CCDC,CCDCK,15,7,5,3,-4,light,schwa,o,o,CCD,CK,CC,C,?,?,D,K,4,2,0,0,2,1,2,1,CCVV,CV,1,1,N,V,T,1,Traufe,paenultima
wahr,ø,r,hr,ahr,wahr,rwahr,C,LC,CLC,CCLC,LCCLC,f2r,ø,f,fu,fue,fuer,fuerw,C,CL,CLC,CLCC,CLCCL,13,15,4,5,1,light,light,c,c,CLC,CLC,C,C,C,C,L,L,3,4,1,1,1,1,2,2,CVVC,CVVC,1,1,ADV,ø,F,2,fuerwahr,ultima
ler,ler,r,er,ler,gler,egler,C,KC,CKC,CCKC,LCCKC,Keg,ø,K,Ke,Keg,Kegl,Kegle,C,CL,CLC,CLCC,CLCCK,7,15,3,3,4,light,schwa,o,c,CL,CCKC,C,CC,?,C,L,K,3,3,0,1,1,2,2,1,CVV,CCVC,0,3,N,V,T,1,Kegler,paenultima
fel,ø,l,el,fel,ffel,effel,C,KC,CKC,KCKC,CKCKC,Tr2f,ø,T,Tr,Tru,True,Truef,C,CC,CCK,CCKC,CCKCK,13,11,4,3,-1,light,schwa,c,c,CCK,CKC,CC,C,?,C,K,K,4,3,1,1,2,1,1,1,CCVC,CVC,3,2,N,N,T,1,Trueffel,paenultima
den,ø,n,en,den,nden,enden,C,KC,CKC,CCKC,KCCKC,schwen,ø,s,sc,sch,schw,schwe,C,CC,CCK,CCKC,CCKCC,11,10,2,3,0,light,schwa,c,c,CCKC,CKC,CC,C,C,C,K,K,6,3,1,1,2,1,1,1,CCVC,CVC,3,2,V,V,F,1,schwenden,paenultima
werk,ø,k,rk,erk,werk,twerk,C,CC,KCC,CKCC,CCKCC,Kunst,ø,K,Ku,Kun,Kuns,Kunst,C,CK,CKC,CKCC,CKCCC,14,12,2,3,-1,heavy,heavy,c,c,CKCCC,CKCC,C,C,CCC,CC,K,K,5,4,3,2,1,1,1,1,CVCCC,CVCC,4,3,N,NN,T,2,Kunstwerk,paenultima
gen,ø,n,en,gen,egen,iegen,C,KC,CKC,LCKC,CLCKC,wie,ø,w,wi,wie,wieg,wiege,C,CL,CLC,CLCK,CLCKC,9,10,4,3,1,light,schwa,o,c,CL,CKC,C,C,?,C,L,K,3,3,0,1,1,1,2,1,CVV,CVC,0,2,V,N,F,1,wiegen,paenultima
kus,ø,s,us,kus,rkus,irkus,C,KC,CKC,CCKC,KCCKC,Zir,ø,Z,Zi,Zir,Zirk,Zirku,A,AK,AKC,AKCC,AKCCK,13,10,4,3,-1,light,light,c,c,AKC,CKC,A,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,ø,T,0,Zirkus,paenultima
ban,ø,n,an,ban,rban,urban,C,LC,CLC,CCLC,KCCLC,Tur,ø,T,Tu,Tur,Turb,Turba,C,CK,CKC,CKCC,CKCCL,13,14,4,4,1,light,light,c,c,CKC,CLC,C,C,C,C,K,L,3,3,1,1,1,1,1,2,CVC,CVVC,2,1,N,N,T,1,Turban,paenultima
heit,heit,t,it,eit,heit,zheit,C,DC,CDC,ACDC,CACDC,Ganz,ø,G,Ga,Gan,Ganz,Ganzh,C,CK,CKC,CKCA,CKCAC,11,12,2,4,1,heavy,light,c,c,CKCA,CDC,C,C,CA,C,K,D,4,4,2,1,1,1,1,2,CVCC,CVVC,3,1,N,A,T,1,Ganzheit,paenultima
man,ø,n,an,man,uman,human,C,LC,CLC,LCLC,CLCLC,hu,ø,h,hu,hum,huma,human,C,CL,CLC,CLCL,CLCLC,9,16,4,5,4,light,light,o,c,CL,CLC,C,C,?,C,L,L,2,3,0,1,1,1,2,2,CVV,CVVC,0,1,A,A,F,1,human,ultima
nen,ø,n,en,nen,nnen,annen,C,KC,CKC,KCKC,CKCKC,span,ø,s,sp,spa,span,spann,C,CC,CCK,CCKC,CCKCK,8,12,2,4,2,light,schwa,c,c,CCK,CKC,CC,C,?,C,K,K,4,3,1,1,2,1,1,1,CCVC,CVC,3,2,V,V,F,1,spannen,paenultima
klang,ø,g,ng,ang,lang,klang,C,KC,CKC,CCKC,CCCKC,Kling,ø,K,Kl,Kli,Klin,Kling,C,CC,CCK,CCKC,CCKCC,16,14,4,3,-1,light,light,c,c,CCKC,CCKC,CC,CC,C,C,K,K,5,5,1,1,2,2,1,1,CCVC,CCVC,3,3,N,ø,T,0,Klingklang,paenultima
chen,chen,n,en,hen,chen,fchen,C,KC,CKC,ACKC,KACKC,T3pf,ø,T,To,Toe,Toep,Toepf,C,CK,CKA,CKAC,CKACK,8,10,2,3,1,light,schwa,c,c,CKA,CKC,C,C,A,C,K,K,4,4,1,1,1,1,1,1,CVC,CVC,2,2,N,N,T,1,Toepfchen,paenultima
ren,ø,n,en,ren,rren,irren,C,KC,CKC,KCKC,CKCKC,gir,ø,g,gi,gir,girr,girre,C,CK,CKC,CKCK,CKCKC,9,13,4,4,2,light,schwa,c,c,CK,CKC,C,C,?,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,V,V,F,1,girren,paenultima
schub,ø,b,ub,hub,chub,schub,C,LC,CLC,CCLC,LCCLC,Nach,ø,N,Na,Nac,Nach,Nachs,C,CL,CLC,CLCC,CLCCL,14,10,4,3,-2,light,light,c,c,CLC,CLC,C,C,C,C,L,L,4,5,1,1,1,1,2,2,CVVC,CVVC,1,1,N,PN,T,2,Nachschub,paenultima
arzt,ø,t,zt,rzt,arzt,tarzt,C,AC,CAC,LCAC,CLCAC,Haut,ø,H,Ha,Hau,Haut,Hauta,C,CD,CDC,CDCL,CDCLC,12,16,4,4,2,light,heavy,c,c,CDC,LCAC,C,?,C,CAC,D,L,4,4,1,3,1,0,2,2,CVVC,VVCCC,1,1,N,NN,T,2,Hautarzt,paenultima
strich,ø,h,ch,ich,rich,trich,C,KC,CKC,CCKC,CCCKC,Ab,ø,A,Ab,Abs,Abst,Abstr,K,KC,KCC,KCCC,KCCCC,7,15,3,3,4,light,light,c,c,KC,CCCKC,?,CCC,C,C,K,K,2,6,1,1,0,3,1,1,VC,CCCVC,1,4,N,V,T,1,Abstrich,paenultima
st2ck,ø,k,ck,eck,ueck,tueck,C,KC,CKC,CCKC,CCCKC,Werk,ø,W,We,Wer,Werk,Werks,C,CK,CKC,CKCC,CKCCC,12,11,3,2,0,heavy,light,c,c,CKCC,CCKC,C,CC,CC,C,K,K,4,5,2,1,1,2,1,1,CVCC,CCVC,3,3,N,VN,T,2,Werkstueck,paenultima
um,um,m,um,zum,rzum,urzum,C,KC,AKC,CAKC,KCAKC,kurz,ø,k,ku,kur,kurz,kurzu,C,CK,CKC,CKCA,CKCAK,14,11,3,5,-1,heavy,light,c,c,CKCA,KC,C,?,CA,C,K,K,4,2,2,1,1,0,1,1,CVCC,VC,3,1,ADV,ø,F,2,kurzum,paenultima
sen,ø,n,en,sen,usen,ausen,C,KC,CKC,DCKC,CDCKC,brau,ø,b,br,bra,brau,braus,C,CC,CCD,CCDC,CCDCK,15,10,5,3,-2,light,schwa,o,c,CCD,CKC,CC,C,?,C,D,K,4,3,0,1,2,1,2,1,CCVV,CVC,1,2,V,V,F,1,brausen,paenultima
sam,sam,m,am,sam,isam,eisam,C,KC,CKC,DCKC,CDCKC,zwei,ø,z,zw,zwe,zwei,zweis,A,AC,ACD,ACDC,ACDCK,12,10,4,3,-1,light,light,o,c,ACD,CKC,AC,C,?,C,D,K,4,3,0,1,2,1,2,1,CCVV,CVC,1,2,A,ø,F,1,zweisam,paenultima
ckung,ø,g,ng,ung,kung,ckung,C,KC,CKC,KCKC,CKCKC,De,ø,D,De,Dec,Deck,Decku,C,CK,CKC,CKCK,CKCKC,7,12,3,4,3,light,light,c,c,CK,CKC,C,C,?,C,K,K,2,5,1,1,1,1,1,1,CVC,CVC,2,2,N,V,T,1,Deckung,paenultima
cke,ø,e,ke,cke,ucke,pucke,K,CK,KCK,CKCK,CCKCK,Spu,ø,S,Sp,Spu,Spuc,Spuck,C,CC,CCK,CCKC,CCKCK,10,7,3,3,-1,light,schwa,c,o,CCK,CK,CC,C,?,?,K,K,3,3,1,0,2,1,1,1,CCVC,CV,3,1,N,V,T,1,Spucke,paenultima
mut,ø,t,ut,mut,nmut,Unmut,C,LC,CLC,CCLC,KCCLC,Un,ø,U,Un,Unm,Unmu,Unmut,K,KC,KCC,KCCL,KCCLC,11,12,5,4,1,light,light,c,c,KC,CLC,?,C,C,C,K,L,2,3,1,1,0,1,1,2,VC,CVVC,1,1,N,N,T,1,Unmut,paenultima
zen,ø,n,en,zen,lzen,alzen,C,KC,AKC,CAKC,KCAKC,schmal,ø,s,sc,sch,schm,schma,C,CC,CCK,CCKC,CCKCA,14,10,3,3,-2,light,schwa,c,c,CCKC,AKC,CC,A,C,C,K,K,6,3,1,1,2,1,1,1,CCVC,CVC,3,2,V,N,F,1,schmalzen,paenultima
kern,ø,n,rn,ern,kern,nkern,C,CC,KCC,CKCC,CCKCC,zwin,ø,z,zw,zwi,zwin,zwink,A,AC,ACK,ACKC,ACKCC,13,14,3,3,1,light,schwa,c,c,ACKC,CKCC,AC,C,C,CC,K,K,4,4,1,2,2,1,1,1,CCVC,CVCC,3,3,V,V,F,1,zwinkern,paenultima
w1rts,ø,s,ts,rts,erts,aerts,A,CA,KCA,CKCA,CCKCA,aus,aus,a,au,aus,ausw,auswa,D,DC,DCC,DCCK,DCCKC,11,12,5,3,1,light,heavy,c,c,DC,CKCA,?,C,C,CA,D,K,3,5,1,2,0,1,2,1,VVC,CVCC,0,3,ADV,ø,F,1,auswaerts,paenultima
mel,ø,l,el,mel,rmel,armel,C,KC,CKC,CCKC,KCCKC,Mar,ø,M,Ma,Mar,Marm,Marme,C,CK,CKC,CKCC,CKCCK,13,13,4,4,0,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,N,T,1,Marmel,paenultima
steg,ø,g,eg,teg,steg,esteg,C,LC,CLC,CCLC,KCCLC,Be,ø,B,Be,Bes,Best,Beste,C,CK,CKC,CKCC,CKCCL,7,9,3,2,1,schwa,light,o,c,CK,CCLC,C,CC,?,C,K,L,2,4,0,1,1,2,1,2,CV,CCVVC,1,1,N,N,T,1,Besteg,ultima
no,ø,o,no,nno,enno,Tenno,L,CL,KCL,CKCL,ø,Ten,ø,T,Te,Ten,Tenn,Tenno,C,CK,CKC,CKCL,ø,7,9,3,4,1,light,light,c,o,CK,CL,C,C,?,?,K,L,3,2,1,0,1,1,1,2,CVC,CVV,2,0,N,N,T,1,Tenno,paenultima
bei,ø,i,ei,bei,tbei,stbei,D,CD,CCD,CCCD,CCCCD,nebst,ø,n,ne,neb,nebs,nebst,C,CL,CLC,CLCC,CLCCC,12,11,2,5,0,heavy,light,c,o,CLCCC,CD,C,C,CCC,?,L,D,5,3,3,0,1,1,2,2,CVVCCC,CVV,2,0,ADV,ø,F,2,nebstbei,ultima
ben,ø,n,en,ben,oben,roben,C,KC,CKC,LCKC,CLCKC,pro,ø,p,pr,pro,prob,probe,C,CC,CCL,CCLC,CCLCK,11,10,3,3,0,light,schwa,o,c,CCL,CKC,CC,C,?,C,L,K,3,3,0,1,2,1,2,1,CCVV,CVC,1,2,V,V,F,1,proben,paenultima
wich,ø,h,ch,ich,wich,dwich,A,KA,CKA,CCKA,CCCKA,Sand,ø,S,Sa,San,Sand,Sandw,C,CK,CKC,CKCC,CKCCC,11,10,2,3,0,heavy,light,c,c,CKCC,CKA,C,C,CC,A,K,K,4,4,2,1,1,1,1,1,CVCC,CVC,3,2,N,ø,T,0,Sandwich,paenultima
durst,ø,t,st,rst,urst,durst,C,CC,CCC,KCCC,CKCCC,Mords,ø,M,Mo,Mor,Mord,Mords,C,CK,CKC,CKCA,CKCAC,14,15,3,3,1,heavy,heavy,c,c,CKCA,CKCCC,C,C,CA,CCC,K,K,5,5,2,3,1,1,1,1,CVCC,CVCCC,3,4,N,NN,T,2,Mordsdurst,paenultima
ger,ø,r,er,ger,nger,Anger,C,KC,CKC,KCKC,ø,An,ø,A,An,Ang,Ange,Anger,K,KC,KCK,KCKC,ø,6,13,6,4,4,light,schwa,c,c,K,CKC,?,C,?,C,K,K,2,3,1,1,0,1,1,1,VC,CVC,1,2,N,N,T,1,Anger,paenultima
seln,ø,n,ln,eln,seln,eseln,C,CC,KCC,CKCC,LCKCC,br3,ø,b,br,bro,broe,broes,C,CC,CCL,CCLC,CCLCK,11,14,3,3,2,light,schwa,o,c,CCL,CKCC,CC,C,?,CC,L,K,3,4,0,2,2,1,2,1,CCVV,CVCC,1,3,V,N,F,1,broeseln,paenultima
te,ø,e,te,tte,itte,Sitte,K,CK,KCK,CKCK,ø,Sit,ø,S,Si,Sit,Sitt,Sitte,C,CK,CKC,CKCK,ø,9,7,4,3,-1,light,schwa,c,o,CK,CK,C,C,?,?,K,K,3,2,1,0,1,1,1,1,CVC,CV,2,1,N,N,T,1,Sitte,paenultima
dreist,ø,t,st,ist,eist,reist,C,CC,DCC,CDCC,CCDCC,toll,ø,t,to,tol,toll,tolld,C,CK,CKC,CKCC,CKCCC,11,17,3,3,3,light,heavy,c,c,CKC,CCDCC,C,CC,C,CC,K,D,4,6,1,2,1,2,1,2,CVC,CCVVCC,2,2,A,AA,F,2,tolldreist,paenultima
heme,ø,e,me,eme,heme,oheme,C,LC,LLC,CLLC,ø,Bo,ø,B,Bo,Boh,Bohe,Bohem,C,CL,CLL,CLLC,ø,7,9,3,4,1,light,light,o,c,CL,LC,C,?,?,C,L,L,2,4,0,1,1,0,2,2,CVV,VVC,0,0,N,ø,T,0,Boheme,ultima
bet,ø,t,et,bet,ebet,Gebet,C,LC,CLC,KCLC,CKCLC,Ge,ø,G,Ge,Geb,Gebe,Gebet,C,CK,CKC,CKCL,CKCLC,7,8,3,2,1,schwa,light,o,c,CK,CLC,C,C,?,C,K,L,2,3,0,1,1,1,1,2,CV,CVVC,1,1,N,V,T,1,Gebet,ultima
gr2n,ø,n,en,uen,ruen,gruen,C,LC,CLC,CCLC,CCCLC,Sin,ø,S,Si,Sin,Sing,Singr,C,CK,CKC,CKCC,CKCCC,12,16,4,4,2,light,light,c,c,CKC,CCLC,C,CC,C,C,K,L,3,4,1,1,1,2,1,2,CVC,CCVVC,2,1,N,N,T,1,Singruen,paenultima
ton,ø,n,on,ton,hton,chton,C,LC,CLC,CCLC,LCCLC,Hoch,ø,H,Ho,Hoc,Hoch,Hocht,C,CL,CLC,CLCC,CLCCL,8,10,2,3,1,light,light,c,c,CLC,CLC,C,C,C,C,L,L,4,3,1,1,1,1,2,2,CVVC,CVVC,1,1,N,AN,T,2,Hochton,paenultima
farn,ø,n,rn,arn,farn,mfarn,C,CC,KCC,CKCC,CCKCC,Baum,ø,B,Ba,Bau,Baum,Baumf,C,CD,CDC,CDCC,CDCCK,14,14,4,3,0,light,heavy,c,c,CDC,CKCC,C,C,C,CC,D,K,4,4,1,2,1,1,2,1,CVVC,CVCC,1,3,N,NN,T,2,Baumfarn,paenultima
sen,ø,n,en,sen,esen,iesen,C,KC,CKC,LCKC,CLCKC,flie,ø,f,fl,fli,flie,flies,C,CC,CCL,CCLC,CCLCK,13,10,4,3,-1,light,schwa,o,c,CCL,CKC,CC,C,?,C,L,K,4,3,0,1,2,1,2,1,CCVV,CVC,1,2,V,N,F,1,fliesen,paenultima
