syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_open6,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,syl_phoncat6,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,onset_phoncat6,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,koda_phoncat6,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,nucleus_phoncat6,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,syl_cv6,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,pos,comp_struct,nomen,comp_len,Word,stress_class
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,CLCKC,ø,ar,ø,a,ar,art,arte,arter,K,KC,KCC,KCCL,KCCLC,ø,10,7,12,6,12,10,10,5,3,6,6,3,5,3,0,light,light,light,light,light,light,light,c,o,o,o,o,o,c,KC,CL,CL,L,CCCL,CL,CKC,,C,C,,CCC,C,C,C,,,,,,C,K,L,L,L,L,L,K,2,2,2,2,3,2,5,1,0,0,0,0,0,1,0,1,1,0,3,1,1,1,2,2,2,2,2,1,VC,CVV,CVV,VV,CCCVV,CVV,CVC,1,0,0,0,1,0,2,A,R,F,1,arteriosklerotisch,paenultima
$en,ø,n,en,sen,ssen,assen,C,KC,CKC,LCKC,CLCKC,ø,aus,aus,a,au,aus,ausg,ausge,D,DC,DCC,DCCK,DCCKC,ø,11,7,12,7,13,13,10,5,3,3,3,4,6,3,0,light,schwa,light,schwa,schwa,light,schwa,c,o,c,o,c,o,c,DC,CK,CCCK,CK,CKC,CL,CKC,,C,CCC,C,C,C,C,C,,,,C,,C,D,K,K,K,K,L,K,3,2,4,3,3,2,3,1,0,1,0,1,0,1,0,1,3,1,1,1,1,2,1,1,1,1,2,1,VVC,CV,CCCVC,CV,CVC,CVV,CVC,0,1,4,1,2,0,2,ADV,A,F,1,ausgesprochenermassen,prima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Be,ø,B,Be,Bea,Beat,Beati,C,CL,CLK,CLKC,CLKCL,ø,7,6,9,9,7,9,9,3,6,4,4,3,4,4,0,light,light,light,light,light,light,light,o,c,o,o,c,o,c,CL,K,CL,CL,CK,AL,LC,C,,C,C,C,A,,,,,,,,C,L,K,L,L,K,L,L,2,1,2,2,2,2,2,0,1,0,0,1,0,1,1,0,1,1,1,1,0,2,1,2,2,1,2,2,CVV,VC,CVV,CVV,CVC,CVV,VVC,0,1,0,0,2,0,0,N,ø,T,0,Beatifikation,ultima
nisch,ø,h,ch,sch,isch,nisch,C,KC,CKC,LCKC,CLCKC,ø,bun,ø,b,bu,bun,bund,bunde,C,CK,CKC,CKCC,CKCCK,ø,12,8,10,9,13,11,12,4,2,5,4,4,5,4,0,light,schwa,light,light,light,light,light,c,c,o,o,o,o,c,CKC,CKC,CL,CL,CCL,CL,CKC,C,C,C,C,CC,C,C,C,C,,,,,C,K,K,L,L,L,L,K,3,3,2,2,3,2,5,1,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,CVC,CVC,CVV,CVV,CCVV,CVV,CVC,2,2,0,0,1,0,2,A,ø,F,0,bundesrepublikanisch,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,de,ø,d,de,dem,demi,demil,C,CL,CLC,CLCL,CLCLC,ø,7,11,12,11,12,9,13,3,5,6,5,6,4,4,0,light,light,light,light,light,light,schwa,o,o,o,o,o,o,c,CL,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,,,C,L,L,L,L,L,L,K,2,2,2,2,2,3,3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,0,2,V,V,F,1,demilitarisieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,De,ø,D,De,Dem,Demi,Demil,C,CL,CLC,CLCL,CLCLC,ø,7,11,12,11,12,9,15,3,5,6,5,6,4,5,0,light,light,light,light,light,light,light,o,o,o,o,o,o,c,CL,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,,,C,L,L,L,L,L,L,K,2,2,2,2,2,3,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,0,2,N,V,T,1,Demilitarisierung,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,De,Dem,Demo,Demor,C,CL,CLC,CLCL,CLCLC,ø,7,9,10,12,7,9,9,3,4,5,6,3,4,4,0,light,light,light,light,light,light,light,o,o,c,o,c,o,c,CL,CL,CK,CL,CK,AL,LC,C,C,C,C,C,A,,,,,,,,C,L,L,K,L,K,L,L,2,2,2,2,2,2,2,0,0,1,0,1,0,1,1,1,1,1,1,1,0,2,2,1,2,1,2,2,CVV,CVV,CVC,CVV,CVC,CVV,VVC,0,0,2,0,2,0,0,N,R,T,1,Demoralisation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,de,ø,d,de,den,dena,denat,C,CL,CLC,CLCK,CLCKC,ø,7,9,9,10,12,9,13,3,4,4,5,6,4,4,0,light,light,light,light,light,light,schwa,o,c,o,c,o,o,c,CL,CK,CL,CK,CL,CL,CKC,C,C,C,C,C,C,C,,,,,,,C,L,K,L,K,L,L,K,2,2,2,2,2,3,3,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,CVV,CVC,CVV,CVC,CVV,CVV,CVC,0,2,0,2,0,0,2,V,V,F,1,denaturalisieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,de,ø,d,de,des,dese,desen,C,CL,CLC,CLCK,CLCKC,ø,7,10,9,9,12,9,13,3,3,4,4,6,4,4,0,light,light,light,light,light,light,schwa,o,c,o,o,o,o,c,CL,CKC,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,C,,,,,C,L,K,L,L,L,L,K,2,3,2,2,2,3,3,0,1,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,CVV,CVC,CVV,CVV,CVV,CVV,CVC,0,2,0,0,0,0,2,V,V,F,1,desensibilisieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,des,ø,d,de,des,desi,desil,C,CK,CKC,CKCK,CKCKC,ø,8,8,12,9,6,11,13,2,8,6,4,6,5,4,0,light,light,light,light,light,light,schwa,c,c,o,o,o,o,c,CKC,K,CL,CL,L,CL,CKC,C,,C,C,,C,C,C,,,,,,C,K,K,L,L,L,L,K,3,2,2,2,1,3,3,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,2,2,2,2,1,CVC,VC,CVV,CVV,VV,CVV,CVC,2,1,0,0,0,0,2,V,N,F,1,desillusionieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Des,ø,D,De,Des,Deso,Desor,C,CK,CKC,CKCK,CKCKC,ø,8,10,7,11,7,9,9,2,5,3,5,3,4,4,0,light,light,light,light,light,light,light,c,c,c,o,c,o,c,CKC,KC,CK,CL,CK,AL,LC,C,,C,C,C,A,,C,C,,,,,C,K,K,K,L,K,L,L,3,2,2,2,2,2,2,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,2,1,2,2,CVC,VC,CVC,CVV,CVC,CVV,VVC,2,1,2,0,2,0,0,N,R,T,1,Desorganisation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Dis,ø,D,Di,Dis,Disq,Disqu,C,CK,CKC,CKCC,CKCCC,ø,10,8,12,9,7,9,9,3,2,6,4,3,4,4,-1,light,light,light,light,light,light,light,c,c,o,o,c,o,c,CKC,CCK,CL,CL,CK,AL,LC,C,CC,C,C,C,A,,C,,,,,,C,K,K,L,L,K,L,L,3,3,2,2,2,2,2,1,1,0,0,1,0,1,1,2,1,1,1,1,0,1,1,2,2,1,2,2,CVC,CCVC,CVV,CVV,CVC,CVV,VVC,2,3,0,0,2,0,0,N,N,T,1,Disqualifikation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Di,ø,D,Di,Div,Dive,Diver,C,CL,CLC,CLCK,CLCKC,ø,9,11,9,9,7,9,9,4,3,4,4,3,4,4,-1,light,light,light,light,light,light,light,o,c,o,o,c,o,c,CL,CKC,CL,CL,CK,AL,LC,C,C,C,C,C,A,,,C,,,,,C,L,K,L,L,K,L,L,2,3,2,2,2,2,2,0,1,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,CVV,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,N,R,T,1,Diversifikation,ultima
$en,ø,n,en,sen,ssen,assen,C,KC,CKC,LCKC,CLCKC,ø,ein,ein,e,ei,ein,eing,einge,D,DC,DCC,DCCK,DCCKC,ø,13,7,11,7,13,13,10,6,3,2,3,4,6,3,0,light,schwa,light,schwa,schwa,light,schwa,c,o,c,o,c,o,c,DC,CK,CCKC,CK,CKC,CL,CKC,,C,CC,C,C,C,C,C,,C,,C,,C,D,K,K,K,K,L,K,3,2,4,2,3,2,3,1,0,1,0,1,0,1,0,1,2,1,1,1,1,2,1,1,1,1,2,1,VVC,CV,CCVC,CV,CVC,CVV,CVC,0,1,3,1,2,0,2,ADV,F,F,1,eingestandenermassen,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ent,ent,e,en,ent,entb,entbu,K,KC,KCC,KCCC,KCCCL,noacc,10,9,10,11,9,9,13,3,4,5,3,4,4,4,0,heavy,light,light,light,light,light,schwa,c,o,o,c,o,o,c,KCC,CL,CL,CCK,CL,CL,CKC,,C,C,CC,C,C,C,CC,,,,,,C,K,L,L,K,L,L,K,3,2,2,3,2,3,3,2,0,0,1,0,0,1,0,1,1,2,1,1,1,1,2,2,1,2,2,1,VCC,CVV,CVV,CCVC,CVV,CVV,CVC,2,0,0,3,0,0,2,V,V,F,1,entbuerokratisieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ent,ent,e,en,ent,entm,entmi,K,KC,KCC,KCCC,KCCCL,noacc,10,11,12,11,12,9,13,3,5,6,5,6,4,4,0,heavy,light,light,light,light,light,schwa,c,o,o,o,o,o,c,KCC,CL,CL,CL,CL,CL,CKC,,C,C,C,C,C,C,CC,,,,,,C,K,L,L,L,L,L,K,3,2,2,2,2,3,3,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,1,VCC,CVV,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,V,V,F,1,entmilitarisieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ent,ent,e,en,ent,entm,entmy,K,KC,KCC,KCCC,KCCCL,noacc,10,11,7,10,9,9,13,3,5,3,5,4,4,4,0,heavy,light,light,light,light,light,schwa,c,o,o,o,o,o,c,KCC,CL,CL,CL,CL,CL,CKC,,C,C,C,C,C,C,CC,,,,,,C,K,L,L,L,L,L,K,3,2,3,2,2,3,3,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,1,VCC,CVV,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,V,V,F,1,entmythologisieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,E,ø,E,Ev,Eva,Evan,Evang,L,LC,LCK,LCKC,LCKCC,ø,6,10,7,12,7,9,9,6,3,3,6,3,4,4,0,light,light,light,light,light,light,light,o,c,o,o,c,o,c,L,CKC,CL,CL,CK,AL,LC,,C,C,C,C,A,,,C,,,,,C,L,K,L,L,K,L,L,1,3,2,2,2,2,2,0,1,0,0,1,0,1,0,1,1,1,1,1,0,2,1,2,2,1,2,2,VV,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,N,R,T,1,Evangelisation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Ex,ø,E,Ex,Exe,Exem,Exemp,K,KC,KCC,KCCK,KCCKC,ø,6,11,13,9,7,9,9,6,2,4,4,3,4,4,-1,light,light,light,light,light,light,light,c,c,o,o,c,o,c,K,CCKC,CCL,CL,CK,AL,LC,,CC,CC,C,C,A,,,C,,,,,C,K,K,L,L,K,L,L,2,2,3,2,2,2,2,1,1,0,0,1,0,1,0,2,2,1,1,1,0,1,1,2,2,1,2,2,VC,CCVC,CCVV,CVV,CVC,CVV,VVC,1,3,1,0,2,0,0,N,R,T,1,Exemplifikation,ultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Ex,ø,E,Ex,Exh,Exhi,Exhib,K,KC,KCC,KCCC,KCCCL,ø,8,9,9,9,6,12,12,2,4,4,4,6,4,4,0,heavy,light,light,light,light,light,light,c,o,o,o,o,c,c,KCC,CL,CL,CL,L,CKC,CKC,,C,C,C,,C,C,CC,,,,,C,C,K,L,L,L,L,K,K,2,2,2,2,1,3,3,2,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,2,2,2,1,1,VCC,CVV,CVV,CVV,VV,CVC,CVC,2,0,0,0,0,2,2,N,N,T,1,Exhibitionismus,paenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,E,ø,E,Ex,Exi,Exis,Exist,K,KC,KCC,KCCK,KCCKC,ø,6,11,10,9,10,13,12,6,2,3,4,10,4,4,0,light,light,light,light,light,light,light,c,c,c,o,o,c,c,K,CCKC,CKC,AL,L,CKC,CKC,,CC,C,A,,C,C,,C,C,,,C,C,K,K,K,L,L,K,K,1,2,4,2,1,3,3,1,1,1,0,0,1,1,0,2,1,1,0,1,1,1,1,1,2,2,1,1,VC,CCVC,CVC,CVV,VV,CVC,CVC,1,3,2,0,0,2,2,N,A,T,1,Existentialismus,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Ex,ø,E,Ex,Exk,Exko,Exkom,K,KC,KCC,KCCC,KCCCK,ø,8,7,11,11,7,9,9,2,3,5,5,3,4,4,0,heavy,light,light,light,light,light,light,c,c,o,o,c,o,c,KCC,CK,CL,CL,CK,AL,LC,,C,C,C,C,A,,CC,,,,,,C,K,K,L,L,K,L,L,2,3,2,2,2,2,2,2,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,2,2,1,2,2,VCC,CVC,CVV,CVV,CVC,CVV,VVC,2,2,0,0,2,0,0,N,N,T,1,Exkommunikation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Ge,ø,G,Ge,Gen,Gene,Gener,C,CL,CLC,CLCK,CLCKC,ø,7,9,10,12,7,9,9,3,4,5,6,3,4,4,0,light,schwa,light,light,light,light,light,o,o,c,o,c,o,c,CL,CK,CK,CL,CK,AL,LC,C,C,C,C,C,A,,,,,,,,C,L,K,K,L,K,L,L,2,2,2,2,2,2,2,0,0,1,0,1,0,1,1,1,1,1,1,1,0,2,1,1,2,1,2,2,CVV,CV,CVC,CVV,CVC,CVV,VVC,0,1,2,0,2,0,0,N,R,T,1,Generalisation,ultima
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,CLCLC,ø,Ho,ø,H,Ho,Hom,Homo,Homos,C,CL,CLC,CLCL,CLCLC,ø,7,9,7,10,6,12,8,3,4,3,3,6,6,2,0,light,light,light,light,light,light,light,o,o,c,o,c,o,c,CL,CL,CK,CCL,K,CL,CLC,C,C,C,CC,,C,C,,,,,,,C,L,L,K,L,K,L,L,2,2,2,2,1,2,3,0,0,1,0,1,0,1,1,1,1,2,0,1,1,2,2,1,2,1,2,2,CVV,CVV,CVC,CCVV,VC,CVV,CVVC,0,0,2,1,1,0,1,N,N,T,1,Homosexualitaet,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,I,ø,I,Id,Ide,Iden,Ident,L,LC,LCK,LCKC,LCKCC,ø,8,10,9,9,7,9,9,8,3,4,4,3,4,4,-1,light,light,light,light,light,light,light,o,c,o,o,c,o,c,L,CKC,CL,CL,CK,AL,LC,,C,C,C,C,A,,,C,,,,,C,L,K,L,L,K,L,L,1,3,2,2,2,2,2,0,1,0,0,1,0,1,0,1,1,1,1,1,0,2,1,2,2,1,2,2,VV,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,N,R,T,1,Identifikation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,i,ø,i,id,ide,ideo,ideol,L,LC,LCL,LCLL,LCLLC,ø,8,7,6,10,9,9,13,8,3,6,5,4,4,4,0,light,light,light,light,light,light,schwa,o,o,o,o,o,o,c,L,CL,L,CL,CL,CL,CKC,,C,,C,C,C,C,,,,,,,C,L,L,L,L,L,L,K,1,2,1,2,2,3,3,0,0,0,0,0,0,1,0,1,0,1,1,1,1,2,2,2,2,2,2,1,VV,CVV,VV,CVV,CVV,CVV,CVC,0,0,0,0,0,0,2,V,N,F,1,ideologisieren,paenultima
